time	neuronID	deltaRR	tissue	trialN	stim
2	68	0.00346304998801186	prob	6	heat
3	68	-0.00303219730820894	prob	6	heat
4	68	3.76398848784729e-5	prob	6	heat
5	68	7.99225797145837e-4	prob	6	heat
6	68	-0.00104269140168544	prob	6	heat
7	68	-0.00161849317098882	prob	6	heat
8	68	-0.00105323472408078	prob	6	heat
9	68	-9.1571105891459e-4	prob	6	heat
10	68	-1.64622859187149e-4	prob	6	heat
11	68	0.0316948444460691	prob	6	heat
12	68	-0.0103201055645123	prob	6	heat
13	68	-0.00211391098227736	prob	6	heat
14	68	0.0148636763827294	prob	6	heat
15	68	0.035166634491326	prob	6	heat
16	68	0.108237919625683	prob	6	heat
17	68	0.135204066205284	prob	6	heat
18	68	0.122789528699341	prob	6	heat
19	68	0.0929736212237265	prob	6	heat
20	68	0.0701357707668069	prob	6	heat
21	68	0.0580869007517123	prob	6	heat
22	68	0.0502674115341948	prob	6	heat
23	68	0.0416274517158374	prob	6	heat
24	68	0.0361641947315201	prob	6	heat
25	68	0.0256667104024999	prob	6	heat
26	68	0.0203783217839596	prob	6	heat
27	68	0.0167104812248919	prob	6	heat
28	68	0.0123954384965494	prob	6	heat
29	68	0.0113977533673969	prob	6	heat
30	68	0.00726382170765507	prob	6	heat
31	68	0.0147369042441785	prob	6	heat
32	68	-0.0144009596459863	prob	6	heat
33	68	-0.0015335735313112	prob	6	heat
34	68	0.00619294421580831	prob	6	heat
35	68	-0.0124875109931781	prob	6	heat
36	68	-0.00629148244317871	prob	6	heat
37	68	-0.00714698357996848	prob	6	heat
38	68	-0.00521401070909126	prob	6	heat
39	68	9.98801701340099e-4	prob	6	heat
40	68	0.00304437701206322	prob	6	heat
0	69	-0.00319941864854318	prob	6	heat
1	69	0.00189334300853475	prob	6	heat
2	69	-6.17665358418064e-4	prob	6	heat
3	69	-0.00204817299512533	prob	6	heat
4	69	3.38977150354334e-4	prob	6	heat
5	69	-1.54826370216832e-4	prob	6	heat
6	69	0.00198096223450636	prob	6	heat
7	69	-2.95847315562171e-4	prob	6	heat
8	69	0.0274725315481746	prob	6	heat
9	69	-9.10770793557657e-4	prob	6	heat
10	69	2.15949417556965e-4	prob	6	heat
11	69	7.4929667534526e-4	prob	6	heat
12	69	-0.015042084141402	prob	6	heat
13	69	0.00307965768853365	prob	6	heat
14	69	0.0301640596153574	prob	6	heat
15	69	0.0587012668023309	prob	6	heat
16	69	0.127339744415814	prob	6	heat
17	69	0.139146389630146	prob	6	heat
18	69	0.135075717599735	prob	6	heat
19	69	0.0972922291180661	prob	6	heat
20	69	0.0710173615509051	prob	6	heat
21	69	0.0555039208120116	prob	6	heat
22	69	0.0438291321948533	prob	6	heat
23	69	0.032460438569311	prob	6	heat
24	69	0.0266877068072771	prob	6	heat
25	69	0.010629185768422	prob	6	heat
26	69	-0.0126889747099869	prob	6	heat
27	69	-0.00142781062338173	prob	6	heat
28	69	-0.00385852403392357	prob	6	heat
29	69	-0.0212532874612272	prob	6	heat
30	69	-0.00701500290440476	prob	6	heat
31	69	0.00258906645050947	prob	6	heat
32	69	0.00630765876395876	prob	6	heat
33	69	-0.0062269336441926	prob	6	heat
34	69	-0.0102465330746521	prob	6	heat
35	69	-0.0264581009220483	prob	6	heat
36	69	-0.0110683710508708	prob	6	heat
37	69	0.00375949069691854	prob	6	heat
38	69	-0.011949383728176	prob	6	heat
39	69	-0.00726699893516676	prob	6	heat
40	69	-0.0012560360101219	prob	6	heat
0	70	1.24743340584694e-4	prob	6	heat
1	70	-0.00292562799200478	prob	6	heat
2	70	0.00143827477136737	prob	6	heat
3	70	-0.00419960636966189	prob	6	heat
4	70	0.0209568957137755	prob	6	heat
5	70	-0.00188381490992243	prob	6	heat
6	70	0.00100497941241203	prob	6	heat
7	70	-4.33381832386342e-4	prob	6	heat
8	70	6.87780016699896e-4	prob	6	heat
9	70	0.00223728788991537	prob	6	heat
10	70	0.00279998821216586	prob	6	heat
11	70	0.00258765223219754	prob	6	heat
12	70	0.00981906683140084	prob	6	heat
13	70	0.0504318079415203	prob	6	heat
14	70	0.0961041651985667	prob	6	heat
15	70	0.114100285965572	prob	6	heat
16	70	0.163676891068509	prob	6	heat
17	70	0.168127377315595	prob	6	heat
18	70	0.158360472722199	prob	6	heat
19	70	0.11447666227681	prob	6	heat
20	70	0.0810422696119211	prob	6	heat
21	70	0.0629675683821905	prob	6	heat
22	70	0.0502080888152325	prob	6	heat
23	70	0.037050543411078	prob	6	heat
24	70	0.0277366416730745	prob	6	heat
25	70	0.0133885812047476	prob	6	heat
26	70	-0.00508109150583562	prob	6	heat
27	70	-2.8720254747538e-4	prob	6	heat
28	70	-0.00524619130734268	prob	6	heat
29	70	-0.00534398310353041	prob	6	heat
30	70	-0.00644187654934288	prob	6	heat
31	70	-0.0115176839688402	prob	6	heat
32	70	-0.0160394057959601	prob	6	heat
33	70	0.00296967019130209	prob	6	heat
34	70	0.00626037335498394	prob	6	heat
35	70	-0.00498255088569597	prob	6	heat
36	70	0.00235502942471344	prob	6	heat
37	70	0.00451809200265495	prob	6	heat
38	70	-3.11947329898235e-4	prob	6	heat
39	70	0.00528088066265335	prob	6	heat
40	70	-0.00883914613010094	prob	6	heat
0	71	-4.56611078602891e-4	prob	6	heat
1	71	-0.00262778111184653	prob	6	heat
2	71	0.00168358466800103	prob	6	heat
3	71	4.8770892601021e-4	prob	6	heat
4	71	0.00158713063974122	prob	6	heat
5	71	-0.00138542616798003	prob	6	heat
6	71	0.00194038100753499	prob	6	heat
7	71	0.0290859017251218	prob	6	heat
8	71	1.88982172783708e-4	prob	6	heat
9	71	9.516632911857e-4	prob	6	heat
10	71	-0.00236963234682688	prob	6	heat
11	71	-0.00126588168883828	prob	6	heat
12	71	0.0016725135540975	prob	6	heat
13	71	0.036088477140406	prob	6	heat
14	71	0.0944186219266972	prob	6	heat
15	71	0.135578560847068	prob	6	heat
16	71	0.211549494462401	prob	6	heat
17	71	0.212550593397256	prob	6	heat
18	71	0.221328859017108	prob	6	heat
19	71	0.179697860745586	prob	6	heat
20	71	0.145297966590828	prob	6	heat
21	71	0.126566278517817	prob	6	heat
22	71	0.106855483621223	prob	6	heat
23	71	0.0913440926959953	prob	6	heat
24	71	0.0792745018727245	prob	6	heat
25	71	0.0628948344749779	prob	6	heat
26	71	0.0400417687614084	prob	6	heat
27	71	0.0133975585018184	prob	6	heat
28	71	0.0278998942714018	prob	6	heat
29	71	0.0335601686598315	prob	6	heat
30	71	0.0213854711644424	prob	6	heat
31	71	0.00668882407495468	prob	6	heat
32	71	0.018117904163171	prob	6	heat
33	71	0.0347683677756359	prob	6	heat
34	71	0.0070232915746577	prob	6	heat
35	71	0.0151917755016476	prob	6	heat
36	71	0.0496737310493491	prob	6	heat
37	71	0.0240213442699959	prob	6	heat
38	71	0.0209559730979871	prob	6	heat
39	71	0.0546463542209963	prob	6	heat
40	71	0.0142455230532796	prob	6	heat
0	72	-0.0162536210024753	prob	6	heat
1	72	-0.0125616281223369	prob	6	heat
2	72	-0.00942781288802223	prob	6	heat
3	72	9.64443579175408e-4	prob	6	heat
4	72	0.00405621875526103	prob	6	heat
5	72	0.00376870949216706	prob	6	heat
6	72	0.00689239528270732	prob	6	heat
7	72	0.00548741272280344	prob	6	heat
8	72	0.00830770238536751	prob	6	heat
9	72	0.00876617979535257	prob	6	heat
10	72	0.00995903370997975	prob	6	heat
11	72	0.0414109465112906	prob	6	heat
12	72	0.0256156669968528	prob	6	heat
13	72	0.12839147507911	prob	6	heat
14	72	0.210930186818436	prob	6	heat
15	72	0.259331884488917	prob	6	heat
16	72	0.292282870107187	prob	6	heat
17	72	0.296354385174972	prob	6	heat
18	72	0.290458182626119	prob	6	heat
19	72	0.201027384323487	prob	6	heat
20	72	0.143632028649635	prob	6	heat
21	72	0.0966657534737486	prob	6	heat
22	72	0.0727260861293943	prob	6	heat
23	72	0.0563366609270161	prob	6	heat
24	72	0.0490410296348868	prob	6	heat
25	72	0.0297480158344095	prob	6	heat
26	72	0.0193039759528831	prob	6	heat
27	72	0.0117288724032642	prob	6	heat
28	72	0.00828073783703418	prob	6	heat
29	72	0.00237906684987522	prob	6	heat
30	72	0.00216654708016798	prob	6	heat
31	72	0.0250235084376578	prob	6	heat
32	72	-0.012599330457699	prob	6	heat
33	72	0.0191672396651278	prob	6	heat
34	72	0.0328995777556687	prob	6	heat
35	72	0.0124708022544474	prob	6	heat
36	72	0.0333696284966797	prob	6	heat
37	72	0.0345279461212917	prob	6	heat
38	72	0.0251795147255144	prob	6	heat
39	72	0.0239385215440497	prob	6	heat
40	72	0.017603793927267	prob	6	heat
0	73	0.00259525256403418	prob	6	heat
1	73	0.00331322640013316	prob	6	heat
2	73	0.00137569900575381	prob	6	heat
3	73	-0.00349431146758144	prob	6	heat
4	73	-0.00125033087692692	prob	6	heat
5	73	-4.18362611428573e-4	prob	6	heat
6	73	-9.29394545147091e-4	prob	6	heat
7	73	0.00264895578820084	prob	6	heat
8	73	-0.00126823368136372	prob	6	heat
9	73	-0.00257250057567379	prob	6	heat
10	73	-7.62989879896171e-4	prob	6	heat
11	73	0.0398556036139003	prob	6	heat
12	73	0.0281584228786268	prob	6	heat
13	73	0.12687826995913	prob	6	heat
14	73	0.173458046553992	prob	6	heat
15	73	0.230200589275912	prob	6	heat
16	73	0.304982205382276	prob	6	heat
17	73	0.323651948253772	prob	6	heat
18	73	0.32481952867833	prob	6	heat
19	73	0.253066210035308	prob	6	heat
20	73	0.212436251102367	prob	6	heat
21	73	0.188141594995491	prob	6	heat
22	73	0.162556122112342	prob	6	heat
23	73	0.14025355901667	prob	6	heat
24	73	0.127453651533394	prob	6	heat
25	73	0.109382731393916	prob	6	heat
26	73	0.103023463996511	prob	6	heat
27	73	0.0964958769420294	prob	6	heat
28	73	0.0908019033385976	prob	6	heat
29	73	0.098324620211785	prob	6	heat
30	73	0.0936283225763042	prob	6	heat
31	73	0.109169507588398	prob	6	heat
32	73	0.0774689015532248	prob	6	heat
33	73	0.0983980056626894	prob	6	heat
34	73	0.104679868154873	prob	6	heat
35	73	0.0835920009862509	prob	6	heat
36	73	0.0715603551539534	prob	6	heat
37	73	0.0466071825597709	prob	6	heat
38	73	0.0340214729071602	prob	6	heat
39	73	0.028157359794926	prob	6	heat
40	73	0.0282791539708948	prob	6	heat
0	74	0.00218292756783677	prob	5	heat
1	74	0.00111983176210195	prob	5	heat
2	74	0.00162170508228663	prob	5	heat
3	74	3.79922854420497e-4	prob	5	heat
4	74	-4.79366155669442e-5	prob	5	heat
5	74	9.61519258103316e-5	prob	5	heat
6	74	-4.10310926398922e-4	prob	5	heat
7	74	-0.00106334282220079	prob	5	heat
8	74	-0.00188164195793571	prob	5	heat
9	74	-0.00199730687035346	prob	5	heat
10	74	-0.00201282660116913	prob	5	heat
11	74	0.00353907917605992	prob	5	heat
12	74	0.00426586710390475	prob	5	heat
13	74	0.00369612352959364	prob	5	heat
14	74	0.00541503314129578	prob	5	heat
15	74	0.00538118446044807	prob	5	heat
16	74	0.00557771617898294	prob	5	heat
17	74	-0.00163373848972049	prob	5	heat
18	74	-3.71563568785023e-4	prob	5	heat
19	74	8.0256518210081e-4	prob	5	heat
20	74	9.39233850609001e-4	prob	5	heat
21	74	0.00118880915852764	prob	5	heat
22	74	0.00157829423286599	prob	5	heat
23	74	0.00172794425879137	prob	5	heat
24	74	0.00174380026295223	prob	5	heat
25	74	0.00170977809164299	prob	5	heat
26	74	0.00109151714378371	prob	5	heat
27	74	6.00190429904262e-4	prob	5	heat
28	74	-4.41618530285225e-4	prob	5	heat
29	74	3.53210741173866e-4	prob	5	heat
30	74	1.56161520410614e-4	prob	5	heat
31	74	-3.03619994703701e-4	prob	5	heat
32	74	-6.28962564064959e-4	prob	5	heat
33	74	-9.72890544713018e-4	prob	5	heat
34	74	-0.0015448564620963	prob	5	heat
35	74	-0.00185751567858385	prob	5	heat
36	74	-0.00251028926478874	prob	5	heat
37	74	-0.00223587677773681	prob	5	heat
38	74	-0.00280748803306598	prob	5	heat
39	74	-0.00287312303023362	prob	5	heat
40	74	-0.00322064200002475	prob	5	heat
0	75	-0.00465403555917983	prob	5	heat
1	75	0.0209792531100281	prob	5	heat
2	75	5.38904271035113e-4	prob	5	heat
3	75	-0.00730770403867844	prob	5	heat
4	75	-0.00399793147236133	prob	5	heat
5	75	-0.00152211521169114	prob	5	heat
6	75	-0.00243863061939698	prob	5	heat
7	75	0.00740470648158786	prob	5	heat
8	75	-0.0073643179824778	prob	5	heat
9	75	1.44870071089076e-4	prob	5	heat
10	75	0.0103019174178215	prob	5	heat
11	75	0.00424030108307175	prob	5	heat
12	75	-0.0151675558526181	prob	5	heat
13	75	-0.0187149216730687	prob	5	heat
14	75	-0.010227668321716	prob	5	heat
15	75	-0.00672006312962585	prob	5	heat
16	75	0.0110421343527087	prob	5	heat
17	75	-0.00265969566731619	prob	5	heat
18	75	0.0237299830561679	prob	5	heat
19	75	0.0184274205757613	prob	5	heat
20	75	0.0114888093830488	prob	5	heat
21	75	0.0137191561746396	prob	5	heat
22	75	0.0145741346447369	prob	5	heat
23	75	0.00754141239721334	prob	5	heat
24	75	0.00933637519432443	prob	5	heat
25	75	0.00487097769230353	prob	5	heat
26	75	-0.00898434376771544	prob	5	heat
27	75	-0.0104528650001887	prob	5	heat
28	75	-0.0112947195176285	prob	5	heat
29	75	-0.0142965766916336	prob	5	heat
30	75	-0.00602609140681322	prob	5	heat
31	75	-0.00905341930517244	prob	5	heat
32	75	0.00678530211577607	prob	5	heat
33	75	-0.0120178804551872	prob	5	heat
34	75	-0.0118307074323408	prob	5	heat
35	75	-0.0164827403469928	prob	5	heat
36	75	-0.0145822698470853	prob	5	heat
37	75	-1.00298147485752e-4	prob	5	heat
38	75	-0.0103032500758741	prob	5	heat
39	75	-0.0112565097070421	prob	5	heat
40	75	-0.00225411888165726	prob	5	heat
0	76	0.0088299388130609	prob	5	heat
1	76	-0.00338331967381477	prob	5	heat
2	76	0.00533255810529144	prob	5	heat
3	76	0.0216631894195895	prob	5	heat
4	76	0.00377256390774433	prob	5	heat
5	76	-0.0100945025035287	prob	5	heat
6	76	9.27313760968951e-4	prob	5	heat
7	76	-0.00395012891920399	prob	5	heat
8	76	-0.00938333930808282	prob	5	heat
9	76	-0.00256840649521643	prob	5	heat
10	76	0.0101963876149703	prob	5	heat
11	76	-0.00906240461027203	prob	5	heat
12	76	0.00369744900555112	prob	5	heat
13	76	-0.0058583681883064	prob	5	heat
14	76	0.00141958850500352	prob	5	heat
15	76	0.0022028468543502	prob	5	heat
16	76	0.0173476096605262	prob	5	heat
17	76	-0.0106791523052533	prob	5	heat
18	76	0.00694993654314585	prob	5	heat
19	76	0.0120899710562046	prob	5	heat
20	76	0.00743334444771213	prob	5	heat
21	76	0.00661377932336814	prob	5	heat
22	76	0.0106448995182517	prob	5	heat
23	76	0.0100172960608998	prob	5	heat
24	76	0.0131856447448343	prob	5	heat
25	76	0.0165143477675656	prob	5	heat
26	76	0.00867038738131777	prob	5	heat
27	76	0.0228749040023603	prob	5	heat
28	76	0.00986512232526326	prob	5	heat
29	76	0.0149350398923927	prob	5	heat
30	76	0.0233870647111874	prob	5	heat
31	76	0.0091992709012822	prob	5	heat
32	76	0.0157715144567793	prob	5	heat
33	76	0.0269810705248579	prob	5	heat
34	76	0.0170080048421636	prob	5	heat
35	76	0.0167941712515793	prob	5	heat
36	76	0.0164535712789985	prob	5	heat
37	76	0.0127259695242124	prob	5	heat
38	76	0.0182388687238913	prob	5	heat
39	76	0.0163308854959717	prob	5	heat
40	76	0.0222375395812576	prob	5	heat
0	77	-0.0020927645697248	prob	5	heat
1	77	0.00249191298307738	prob	5	heat
2	77	0.0216570848206948	prob	5	heat
3	77	8.19061576273072e-4	prob	5	heat
4	77	-0.00171037901241719	prob	5	heat
5	77	-0.00341704264142639	prob	5	heat
6	77	0.00274759348648098	prob	5	heat
7	77	-0.00352583441950466	prob	5	heat
8	77	0.00227183706385677	prob	5	heat
9	77	3.75382672408184e-4	prob	5	heat
10	77	-0.00347714950112154	prob	5	heat
11	77	0.002100339720672	prob	5	heat
12	77	-0.00465988467944133	prob	5	heat
13	77	3.22303429128299e-4	prob	5	heat
14	77	0.0174212883688681	prob	5	heat
15	77	0.0345658582916457	prob	5	heat
16	77	0.052025295471982	prob	5	heat
17	77	0.0431351084075389	prob	5	heat
18	77	0.0469511555240153	prob	5	heat
19	77	0.0370671763725367	prob	5	heat
20	77	0.0300835842604431	prob	5	heat
21	77	0.0270094725057865	prob	5	heat
22	77	0.0230903905928972	prob	5	heat
23	77	0.0182379571513549	prob	5	heat
24	77	0.0164933360728342	prob	5	heat
25	77	0.0138388357153453	prob	5	heat
26	77	0.0114240820642619	prob	5	heat
27	77	0.00727480819420829	prob	5	heat
28	77	0.00527565075920236	prob	5	heat
29	77	0.00709086744980582	prob	5	heat
30	77	-0.00857540173594901	prob	5	heat
31	77	0.00245793304310687	prob	5	heat
32	77	-0.00100320468007971	prob	5	heat
33	77	-0.00101221562394585	prob	5	heat
34	77	0.0107014542108398	prob	5	heat
35	77	-4.61119576803306e-4	prob	5	heat
36	77	-0.00185489929865271	prob	5	heat
37	77	0.0113311361047934	prob	5	heat
38	77	0.00521783940074681	prob	5	heat
39	77	-0.00635633272186267	prob	5	heat
40	77	-7.94536284189535e-4	prob	5	heat
0	78	-5.05046650907331e-5	prob	5	heat
1	78	-7.41914489878501e-4	prob	5	heat
2	78	1.69774410041775e-4	prob	5	heat
3	78	0.00467678465284002	prob	5	heat
4	78	0.0171854799789682	prob	5	heat
5	78	-0.00104164069966378	prob	5	heat
6	78	-5.2101056445246e-4	prob	5	heat
7	78	-4.89187950631661e-4	prob	5	heat
8	78	-0.00170622202586526	prob	5	heat
9	78	4.45049912406956e-5	prob	5	heat
10	78	-0.00268305851370858	prob	5	heat
11	78	0.00229197019007761	prob	5	heat
12	78	0.0022216027847128	prob	5	heat
13	78	0.00869753906271648	prob	5	heat
14	78	0.0317421351551692	prob	5	heat
15	78	0.0375483449659221	prob	5	heat
16	78	0.0594003036981053	prob	5	heat
17	78	0.0445712658982967	prob	5	heat
18	78	0.0612462468666168	prob	5	heat
19	78	0.0608121159650971	prob	5	heat
20	78	0.0499395240100174	prob	5	heat
21	78	0.0489761301023275	prob	5	heat
22	78	0.045081632995063	prob	5	heat
23	78	0.0394711611912435	prob	5	heat
24	78	0.038760880560955	prob	5	heat
25	78	0.0354756595408989	prob	5	heat
26	78	0.019387806893238	prob	5	heat
27	78	0.0176285826811205	prob	5	heat
28	78	0.0237168670863676	prob	5	heat
29	78	0.0278383709508221	prob	5	heat
30	78	0.0161888730190213	prob	5	heat
31	78	0.0151519367941608	prob	5	heat
32	78	0.0226381403522346	prob	5	heat
33	78	0.0167323704881183	prob	5	heat
34	78	0.011179503838964	prob	5	heat
35	78	0.0244343585396695	prob	5	heat
36	78	0.0127494249853567	prob	5	heat
37	78	0.0318533034531876	prob	5	heat
38	78	0.0260813630804938	prob	5	heat
39	78	0.0165780295251076	prob	5	heat
40	78	0.0206290010442333	prob	5	heat
0	79	-0.0136322109476163	prob	5	heat
1	79	-0.00502616157972856	prob	5	heat
2	79	-0.00211269553693733	prob	5	heat
3	79	0.0070433441310174	prob	5	heat
4	79	0.00102917859596074	prob	5	heat
5	79	0.00766342434765852	prob	5	heat
6	79	0.00500062642979772	prob	5	heat
7	79	0.0275316652943171	prob	5	heat
8	79	-9.21029181816963e-4	prob	5	heat
9	79	0.00431902339586238	prob	5	heat
10	79	-0.0033634996541976	prob	5	heat
11	79	-0.00980667066381545	prob	5	heat
12	79	0.0127438769466134	prob	5	heat
13	79	0.0213583635091541	prob	5	heat
14	79	0.0352983079638936	prob	5	heat
15	79	0.0447422064120045	prob	5	heat
16	79	0.0631424276439633	prob	5	heat
17	79	0.0440762269829681	prob	5	heat
18	79	0.0486499643013841	prob	5	heat
19	79	0.0365848084773785	prob	5	heat
20	79	0.0269757104010272	prob	5	heat
21	79	0.0194158638218606	prob	5	heat
22	79	0.0193937667201301	prob	5	heat
23	79	0.0129998740005622	prob	5	heat
24	79	0.00361961492787373	prob	5	heat
25	79	0.00575857793770348	prob	5	heat
26	79	-0.00918791929908149	prob	5	heat
27	79	-0.0055153632137215	prob	5	heat
28	79	-0.00319934295507026	prob	5	heat
29	79	-0.00143370071580925	prob	5	heat
30	79	-0.00322527777974164	prob	5	heat
31	79	-0.0127333023631755	prob	5	heat
32	79	-0.00408046442106479	prob	5	heat
33	79	-0.00208823133701809	prob	5	heat
34	79	0.00204630394204305	prob	5	heat
35	79	-0.00453158734718981	prob	5	heat
36	79	-0.00486225057492961	prob	5	heat
37	79	-0.00326254171948791	prob	5	heat
38	79	-0.005846639080272	prob	5	heat
39	79	-0.00196816680638777	prob	5	heat
40	79	-0.0146423704560498	prob	5	heat
0	80	0.00216445383193545	prob	5	heat
1	80	0.00542614062424283	prob	5	heat
2	80	-0.00541718288091653	prob	5	heat
3	80	-0.0012957528499461	prob	5	heat
4	80	-0.00234497374501246	prob	5	heat
5	80	-0.00202957261584496	prob	5	heat
6	80	-0.00262256519107475	prob	5	heat
7	80	-0.00323968996133777	prob	5	heat
8	80	0.0265897912393594	prob	5	heat
9	80	-0.00520598269398855	prob	5	heat
10	80	0.0106221355449698	prob	5	heat
11	80	0.00132042474589812	prob	5	heat
12	80	-0.0281501194732925	prob	5	heat
13	80	-0.0347660661663153	prob	5	heat
14	80	-0.0077288316513734	prob	5	heat
15	80	0.0196090186024187	prob	5	heat
16	80	0.0414212915459286	prob	5	heat
17	80	0.0146252365922024	prob	5	heat
18	80	0.078556277109274	prob	5	heat
19	80	0.083003765441618	prob	5	heat
20	80	0.0745720891112425	prob	5	heat
21	80	0.0823336071045273	prob	5	heat
22	80	0.0848767184736002	prob	5	heat
23	80	0.0810096238450281	prob	5	heat
24	80	0.0749554283397525	prob	5	heat
25	80	0.0690440496846832	prob	5	heat
26	80	0.0626029646551211	prob	5	heat
27	80	0.0576050256163881	prob	5	heat
28	80	0.0276725098972938	prob	5	heat
29	80	0.0656692461227267	prob	5	heat
30	80	0.0526777550358029	prob	5	heat
31	80	0.0530758128688395	prob	5	heat
32	80	0.0253964293387917	prob	5	heat
33	80	0.0328181200410128	prob	5	heat
34	80	0.0399328636359168	prob	5	heat
35	80	0.0289731466400782	prob	5	heat
36	80	0.0432463258188528	prob	5	heat
37	80	0.0417114153907968	prob	5	heat
38	80	0.0229036865323348	prob	5	heat
39	80	0.0293679090808643	prob	5	heat
40	80	0.0571136803505815	prob	5	heat
0	81	-0.00216177451536442	prob	5	heat
1	81	7.95729551871003e-4	prob	5	heat
2	81	0.0081855746883555	prob	5	heat
3	81	-0.00323775971268581	prob	5	heat
4	81	2.48501507841883e-4	prob	5	heat
5	81	0.00272972918228949	prob	5	heat
6	81	-0.00473388043369914	prob	5	heat
7	81	0.0017644851728859	prob	5	heat
8	81	0.00432436009554474	prob	5	heat
9	81	-0.00791496553703954	prob	5	heat
10	81	-0.00494264686898465	prob	5	heat
11	81	0.0301432218437007	prob	5	heat
12	81	0.0262943788408682	prob	5	heat
13	81	0.0244985551352668	prob	5	heat
14	81	0.0419867187708778	prob	5	heat
15	81	0.0404845008267047	prob	5	heat
16	81	0.0486830732770839	prob	5	heat
17	81	6.1025160002433e-4	prob	5	heat
18	81	0.0338915848654198	prob	5	heat
19	81	0.0444262069533171	prob	5	heat
20	81	0.0402268256564344	prob	5	heat
21	81	0.0557936081319656	prob	5	heat
22	81	0.075353635587417	prob	5	heat
23	81	0.0695310475522864	prob	5	heat
24	81	0.0730627806222128	prob	5	heat
25	81	0.075555983283169	prob	5	heat
26	81	0.0729098751867778	prob	5	heat
27	81	0.0815925012418271	prob	5	heat
28	81	0.077160558472406	prob	5	heat
29	81	0.0738288603399623	prob	5	heat
30	81	0.0849116364851849	prob	5	heat
31	81	0.0892840461678804	prob	5	heat
32	81	0.0815305865611593	prob	5	heat
33	81	0.0763974644454957	prob	5	heat
34	81	0.0711910022843789	prob	5	heat
35	81	0.0779720931319394	prob	5	heat
36	81	0.0715849235432941	prob	5	heat
37	81	0.0744168627147064	prob	5	heat
38	81	0.070595342326472	prob	5	heat
39	81	0.0690596306704241	prob	5	heat
40	81	0.0678621061088382	prob	5	heat
0	82	8.21171402847348e-4	prob	5	heat
1	82	-0.00238134112535696	prob	5	heat
2	82	-0.00285213514654143	prob	5	heat
3	82	-0.00153997288746016	prob	5	heat
4	82	0.0038576970468846	prob	5	heat
5	82	0.00462442478996086	prob	5	heat
6	82	-0.00430301819487623	prob	5	heat
7	82	0.00111325485917281	prob	5	heat
8	82	0.00131644788640293	prob	5	heat
9	82	-6.56528631033866e-4	prob	5	heat
10	82	0.0251932132234045	prob	5	heat
11	82	-0.00611320366270337	prob	5	heat
12	82	-0.0178441324292715	prob	5	heat
13	82	-0.0144024005053583	prob	5	heat
14	82	0.0124978584292957	prob	5	heat
15	82	0.0427654831759613	prob	5	heat
16	82	0.0777763680991006	prob	5	heat
17	82	0.0862416188287292	prob	5	heat
18	82	0.0922694458866792	prob	5	heat
19	82	0.0695978431949853	prob	5	heat
20	82	0.0535128394267206	prob	5	heat
21	82	0.0501729478087907	prob	5	heat
22	82	0.0410972571591792	prob	5	heat
23	82	0.0355294274738355	prob	5	heat
24	82	0.0310100109836435	prob	5	heat
25	82	0.0258912783599217	prob	5	heat
26	82	0.0181229320413527	prob	5	heat
27	82	0.0167145476140084	prob	5	heat
28	82	0.0236491033230398	prob	5	heat
29	82	0.00337538721108428	prob	5	heat
30	82	0.00355741439854999	prob	5	heat
31	82	0.0184041967286299	prob	5	heat
32	82	0.00207603197990982	prob	5	heat
33	82	-0.00389388555223773	prob	5	heat
34	82	0.0229948363510547	prob	5	heat
35	82	-0.00454197025798136	prob	5	heat
36	82	0.00224336456587371	prob	5	heat
37	82	0.025984585046865	prob	5	heat
38	82	0.0015645357740363	prob	5	heat
39	82	0.00971238573073638	prob	5	heat
40	82	0.0144985962706844	prob	5	heat
0	83	6.98310782219346e-4	prob	5	heat
1	83	0.0285410101971643	prob	5	heat
2	83	0.00423471179743069	prob	5	heat
3	83	6.67125353079553e-4	prob	5	heat
4	83	-0.00240566157237764	prob	5	heat
5	83	-0.00315416153604582	prob	5	heat
6	83	-0.00146253264408877	prob	5	heat
7	83	9.5722994561414e-4	prob	5	heat
8	83	-9.06904684145602e-4	prob	5	heat
9	83	0.00143662692776264	prob	5	heat
10	83	0.00127376956543846	prob	5	heat
11	83	-6.47443694488797e-5	prob	5	heat
12	83	0.00212346567854771	prob	5	heat
13	83	0.012425574121743	prob	5	heat
14	83	0.0353179921593108	prob	5	heat
15	83	0.0436060975795013	prob	5	heat
16	83	0.0964359682648881	prob	5	heat
17	83	0.095556931498859	prob	5	heat
18	83	0.0979871701683069	prob	5	heat
19	83	0.0797980813571283	prob	5	heat
20	83	0.0584238495288401	prob	5	heat
21	83	0.0508073544311801	prob	5	heat
22	83	0.0448640307662673	prob	5	heat
23	83	0.0358964655000412	prob	5	heat
24	83	0.034065372530452	prob	5	heat
25	83	0.024063912167318	prob	5	heat
26	83	0.00663137143328245	prob	5	heat
27	83	0.0147927384584141	prob	5	heat
28	83	-0.00289991619347031	prob	5	heat
29	83	0.00525209073733601	prob	5	heat
30	83	0.00748155366172927	prob	5	heat
31	83	0.00990216777899385	prob	5	heat
32	83	0.00814651336763852	prob	5	heat
33	83	-0.00292715482490906	prob	5	heat
34	83	0.0211466428613224	prob	5	heat
35	83	0.0124665533382454	prob	5	heat
36	83	0.00196119557736057	prob	5	heat
37	83	0.00968887743529866	prob	5	heat
38	83	0.00552735271284959	prob	5	heat
39	83	0.00213079561071364	prob	5	heat
40	83	0.00849931667127037	prob	5	heat
