time	neuronID	deltaRR	tissue	trialN	stim
28	22	-0.00930746214698901	palp	7	heat
29	22	-0.0154074437866504	palp	7	heat
30	22	-0.0171954646267651	palp	7	heat
31	22	-0.0211829151194428	palp	7	heat
32	22	-0.0186528207127244	palp	7	heat
33	22	-0.00187437003251762	palp	7	heat
34	22	-0.00429670516103888	palp	7	heat
35	22	-0.010752372922535	palp	7	heat
36	22	-0.0140043395309926	palp	7	heat
37	22	-0.0112183802571397	palp	7	heat
38	22	-0.0026680800064167	palp	7	heat
39	22	-8.28567309774003e-4	palp	7	heat
40	22	-0.0105984596209917	palp	7	heat
0	23	-3.36344250794265e-4	palp	7	heat
1	23	-0.00423368133453129	palp	7	heat
2	23	-0.00634959142012415	palp	7	heat
3	23	0.00236393745056708	palp	7	heat
4	23	0.00263258077107288	palp	7	heat
5	23	0.00545324774087784	palp	7	heat
6	23	0.00737866019162118	palp	7	heat
7	23	-0.00387101852306982	palp	7	heat
8	23	0.00266903425579763	palp	7	heat
9	23	-0.00817419425994121	palp	7	heat
10	23	-0.00570682488141691	palp	7	heat
11	23	0.00773670456174364	palp	7	heat
12	23	0.0112633819158513	palp	7	heat
13	23	0.00639359825732286	palp	7	heat
14	23	-0.00998074807724981	palp	7	heat
15	23	-0.0150744379128182	palp	7	heat
16	23	-0.00992787060635233	palp	7	heat
17	23	-0.0223872374184918	palp	7	heat
18	23	-0.0297468409588499	palp	7	heat
19	23	-0.0303201615481022	palp	7	heat
20	23	-0.0300448105244678	palp	7	heat
21	23	-0.0305559140005267	palp	7	heat
22	23	-0.033319033340314	palp	7	heat
23	23	-0.0367789949863065	palp	7	heat
24	23	-0.0370705366088601	palp	7	heat
25	23	-0.0430398636901156	palp	7	heat
26	23	-0.0458259870577201	palp	7	heat
27	23	-0.0439472788501772	palp	7	heat
28	23	-0.054310537470732403	palp	7	heat
29	23	-0.0560910819444079	palp	7	heat
30	23	-0.0631752578934898	palp	7	heat
31	23	-0.0551970345903163	palp	7	heat
32	23	-0.0594535816110072	palp	7	heat
33	23	-0.0584182946048359	palp	7	heat
34	23	-0.0549913547528795	palp	7	heat
35	23	-0.0527406013651457	palp	7	heat
36	23	-0.047110617379629	palp	7	heat
37	23	-0.0427002207866121	palp	7	heat
38	23	-0.0612565904243831	palp	7	heat
39	23	-0.0608976124213536	palp	7	heat
40	23	-0.05479747749637	palp	7	heat
0	24	7.38389249868306e-4	palp	7	heat
1	24	2.29760655292966e-6	palp	7	heat
2	24	-0.00368072506150644	palp	7	heat
3	24	-0.00161627596527448	palp	7	heat
4	24	-0.00163715251973577	palp	7	heat
5	24	0.0113605335557591	palp	7	heat
6	24	0.00228223323775538	palp	7	heat
7	24	0.00606963268256951	palp	7	heat
8	24	-0.00862038538914481	palp	7	heat
9	24	-0.00546139061105845	palp	7	heat
10	24	1.32833606208651e-4	palp	7	heat
11	24	0.00317015777462012	palp	7	heat
12	24	0.00604354959821768	palp	7	heat
13	24	-0.00520080548570857	palp	7	heat
14	24	-0.021607327564327	palp	7	heat
15	24	-0.0222734785163298	palp	7	heat
16	24	-0.012094790534747	palp	7	heat
17	24	-0.0225346740443234	palp	7	heat
18	24	-0.0178380019711813	palp	7	heat
19	24	-0.0120779431486421	palp	7	heat
20	24	-0.0136475367718617	palp	7	heat
21	24	-0.0161620741262199	palp	7	heat
22	24	-0.021786470813736	palp	7	heat
23	24	-0.0241136461326423	palp	7	heat
24	24	-0.0273354603312779	palp	7	heat
25	24	-0.0346065524091652	palp	7	heat
26	24	-0.0512986544877502	palp	7	heat
27	24	-0.0649789710048637	palp	7	heat
28	24	-0.0561033333214859	palp	7	heat
29	24	-0.0404076837617793	palp	7	heat
30	24	-0.0373933776341509	palp	7	heat
31	24	-0.0498717372497788	palp	7	heat
32	24	-0.058046261799962	palp	7	heat
33	24	-0.0356917305204566	palp	7	heat
34	24	-0.057351499781085	palp	7	heat
35	24	-0.0623209829107047	palp	7	heat
36	24	-0.0615761204050479	palp	7	heat
37	24	-0.041390016455654	palp	7	heat
38	24	-0.0502081723457522	palp	7	heat
39	24	-0.0520112216158961	palp	7	heat
40	24	-0.0543900728954526	palp	7	heat
0	25	0.00290645975680051	palp	7	heat
1	25	-0.00601525556512478	palp	7	heat
2	25	0.00284061763471837	palp	7	heat
3	25	-0.00696484745988065	palp	7	heat
4	25	0.00522212214661652	palp	7	heat
5	25	-0.00466760686098219	palp	7	heat
6	25	0.00901122051985252	palp	7	heat
7	25	-0.00815824481727357	palp	7	heat
8	25	-7.22328359374447e-4	palp	7	heat
9	25	0.00285054249366605	palp	7	heat
10	25	-0.00446092430629192	palp	7	heat
11	25	0.0113640841437196	palp	7	heat
12	25	-0.0120042125122325	palp	7	heat
13	25	-0.0568629751879063	palp	7	heat
14	25	-0.100238744988666	palp	7	heat
15	25	-0.126720575167921	palp	7	heat
16	25	-0.137443771200461	palp	7	heat
17	25	-0.129517599065932	palp	7	heat
18	25	-0.10214061363602	palp	7	heat
19	25	-0.0651737375864474	palp	7	heat
20	25	-0.0370765436215192	palp	7	heat
21	25	-0.019484685290943	palp	7	heat
22	25	-0.00618715077940927	palp	7	heat
23	25	-7.58076617112696e-4	palp	7	heat
24	25	0.00108382353914678	palp	7	heat
25	25	0.00302200968327791	palp	7	heat
26	25	-1.6663343521468e-4	palp	7	heat
27	25	-0.021252409357658	palp	7	heat
28	25	-0.0281118675740739	palp	7	heat
29	25	-0.0136638774757601	palp	7	heat
30	25	0.00440340185777246	palp	7	heat
31	25	0.00135135399623194	palp	7	heat
32	25	-0.0286340158469684	palp	7	heat
33	25	-0.0276187622950758	palp	7	heat
34	25	-0.0241874616995299	palp	7	heat
35	25	-0.0190198822590033	palp	7	heat
36	25	-0.0150798252523466	palp	7	heat
37	25	-0.0188943816593005	palp	7	heat
38	25	-0.0170255015573949	palp	7	heat
39	25	-0.00286063227725318	palp	7	heat
40	25	-0.025204973744657	palp	7	heat
0	26	0.0119800165725957	palp	7	heat
1	26	-0.00262045821332675	palp	7	heat
2	26	-4.80831107503879e-4	palp	7	heat
3	26	-1.63052282013738e-4	palp	7	heat
4	26	9.02147549728928e-4	palp	7	heat
5	26	-0.00181209562684699	palp	7	heat
6	26	0.00557097652556153	palp	7	heat
7	26	-0.00468415210253896	palp	7	heat
8	26	-0.00461421040556587	palp	7	heat
9	26	1.31289735738729e-4	palp	7	heat
10	26	0.00104116387752531	palp	7	heat
11	26	0.00211501164367585	palp	7	heat
12	26	-0.0131746174027407	palp	7	heat
13	26	-0.0610191612965415	palp	7	heat
14	26	-0.0990364060707768	palp	7	heat
15	26	-0.119057990592705	palp	7	heat
16	26	-0.11500089005727	palp	7	heat
17	26	-0.114605218776027	palp	7	heat
18	26	-0.081906534044529	palp	7	heat
19	26	-0.0463924853446136	palp	7	heat
20	26	-0.0272058171512186	palp	7	heat
21	26	-0.0152294937635864	palp	7	heat
22	26	-0.00745204703947284	palp	7	heat
23	26	-0.00613337675924685	palp	7	heat
24	26	-0.00536698572181249	palp	7	heat
25	26	-0.00570303867646852	palp	7	heat
26	26	-0.00182157026011937	palp	7	heat
27	26	-0.0223605182853689	palp	7	heat
28	26	-0.0281403823941913	palp	7	heat
29	26	-0.0182803336601182	palp	7	heat
30	26	-0.00710322043332939	palp	7	heat
31	26	-0.0189686587929355	palp	7	heat
32	26	-0.00830159667484809	palp	7	heat
33	26	-0.0177878651520647	palp	7	heat
34	26	-0.0219566861915954	palp	7	heat
35	26	-0.0233751941009921	palp	7	heat
36	26	-0.0266239252376705	palp	7	heat
37	26	-0.0241833204937505	palp	7	heat
38	26	-0.0267243502539224	palp	7	heat
39	26	-0.0164836405914537	palp	7	heat
40	26	-0.00679188219557017	palp	7	heat
0	27	-0.0043248461964923	palp	7	heat
1	27	-0.00575363752044989	palp	7	heat
2	27	0.0122114305247496	palp	7	heat
3	27	0.0086244556275947	palp	7	heat
4	27	0.00265331392030983	palp	7	heat
5	27	-0.00351503756267984	palp	7	heat
6	27	0.00440532460083338	palp	7	heat
7	27	0.00177051755168671	palp	7	heat
8	27	-0.00759490529639976	palp	7	heat
9	27	7.18283055400323e-4	palp	7	heat
10	27	0.00301653182019658	palp	7	heat
11	27	-0.00959661472456421	palp	7	heat
12	27	0.0100470693300605	palp	7	heat
13	27	0.0029292102990888	palp	7	heat
14	27	-0.0111148694619986	palp	7	heat
15	27	-0.00624436044409806	palp	7	heat
16	27	0.0103390787646401	palp	7	heat
17	27	-2.4347948672727e-4	palp	7	heat
18	27	-0.00614703060665317	palp	7	heat
19	27	-0.00736672817636737	palp	7	heat
20	27	-0.013229658004597	palp	7	heat
21	27	-0.0171286337293929	palp	7	heat
22	27	-0.0204732238273332	palp	7	heat
23	27	-0.0236880666738378	palp	7	heat
24	27	-0.0279582686261982	palp	7	heat
25	27	-0.0342411207537831	palp	7	heat
26	27	-0.0543660144551903	palp	7	heat
27	27	-0.0685611038599852	palp	7	heat
28	27	-0.063481177290092	palp	7	heat
29	27	-0.0589209895621278	palp	7	heat
30	27	-0.0711488925979095	palp	7	heat
31	27	-0.0608748980505421	palp	7	heat
32	27	-0.0709807510240842	palp	7	heat
33	27	-0.0365862603304837	palp	7	heat
34	27	-0.0543533820583468	palp	7	heat
35	27	-0.0746002037415186	palp	7	heat
36	27	-0.0427345077948975	palp	7	heat
37	27	-0.0556719369933555	palp	7	heat
38	27	-0.0417087847082882	palp	7	heat
39	27	-0.0665882174808293	palp	7	heat
40	27	-0.040400200654531	palp	7	heat
0	28	-0.00176842523645124	palp	7	heat
1	28	-0.00219228005859876	palp	7	heat
2	28	0.00335580411448975	palp	7	heat
3	28	8.29413051844379e-4	palp	7	heat
4	28	-0.00183875213306404	palp	7	heat
5	28	0.0130270581351729	palp	7	heat
6	28	-0.00297686598681856	palp	7	heat
7	28	3.1803880308925e-4	palp	7	heat
8	28	-0.00175102670579397	palp	7	heat
9	28	-6.92520954663568e-4	palp	7	heat
10	28	-4.01898905130529e-4	palp	7	heat
11	28	0.005350088774646	palp	7	heat
12	28	-0.0240639235901415	palp	7	heat
13	28	-0.0846343879631193	palp	7	heat
14	28	-0.105624296751046	palp	7	heat
15	28	-0.100490988060079	palp	7	heat
16	28	-0.0797686329798971	palp	7	heat
17	28	-0.080032970584656	palp	7	heat
18	28	-0.0605789590853231	palp	7	heat
19	28	-0.035588019880976	palp	7	heat
20	28	-0.0232547778664773	palp	7	heat
21	28	-0.0158650751466375	palp	7	heat
22	28	-0.00887476560815277	palp	7	heat
23	28	-0.00617623679252087	palp	7	heat
24	28	-0.00546129877023402	palp	7	heat
25	28	-0.00552938257507511	palp	7	heat
26	28	-0.0246747319062949	palp	7	heat
27	28	-0.0300487285145905	palp	7	heat
28	28	-0.0232128045908803	palp	7	heat
29	28	-0.0315294144499499	palp	7	heat
30	28	-0.0289795421571179	palp	7	heat
31	28	-0.0333908504173263	palp	7	heat
32	28	-0.0100024606000024	palp	7	heat
33	28	-0.0302899508626444	palp	7	heat
34	28	-0.00783159009014928	palp	7	heat
35	28	-0.0241510552917303	palp	7	heat
36	28	-0.0281876414904951	palp	7	heat
37	28	-0.030553224393353	palp	7	heat
38	28	-0.0214369175094052	palp	7	heat
39	28	-7.38254397434979e-4	palp	7	heat
40	28	-0.00705538312488699	palp	7	heat
0	29	0.001535001995718	palp	7	heat
1	29	-0.00673053454934772	palp	7	heat
2	29	-0.00357429606956697	palp	7	heat
3	29	0.0011773568059262	palp	7	heat
4	29	0.00882406252705979	palp	7	heat
5	29	-0.00563901888730644	palp	7	heat
6	29	0.00186159730346162	palp	7	heat
7	29	-0.00760092120727011	palp	7	heat
8	29	0.0135534533463875	palp	7	heat
9	29	0.00360536879112532	palp	7	heat
10	29	2.76169692361184e-4	palp	7	heat
11	29	-0.00133570760943099	palp	7	heat
12	29	0.0139214423301299	palp	7	heat
13	29	0.0101427900797203	palp	7	heat
14	29	-0.0017063846162407	palp	7	heat
15	29	0.00383154097393724	palp	7	heat
16	29	0.0206689242793194	palp	7	heat
17	29	0.0135034569061318	palp	7	heat
18	29	0.00584710678161952	palp	7	heat
19	29	0.00284414900310955	palp	7	heat
20	29	-0.00129826305798696	palp	7	heat
21	29	-0.00570534523362757	palp	7	heat
22	29	-0.0101396315706676	palp	7	heat
23	29	-0.0132727657197715	palp	7	heat
24	29	-0.0181921663864178	palp	7	heat
25	29	-0.0234890641625651	palp	7	heat
26	29	-0.0265480530795856	palp	7	heat
27	29	-0.0428136012102115	palp	7	heat
28	29	-0.049789007766178	palp	7	heat
29	29	-0.0316277291586986	palp	7	heat
30	29	-0.0428496941533607	palp	7	heat
31	29	-0.0572548127554415	palp	7	heat
32	29	-0.0295454594501328	palp	7	heat
33	29	-0.0520144597024543	palp	7	heat
34	29	-0.0457948565088863	palp	7	heat
35	29	-0.0548616135165466	palp	7	heat
36	29	-0.0457914993091327	palp	7	heat
37	29	-0.0516414668130653	palp	7	heat
38	29	-0.0545510209296537	palp	7	heat
39	29	-0.0291573593112522	palp	7	heat
40	29	-0.0415211129655239	palp	7	heat
0	30	0.00372867741952275	palp	7	heat
1	30	8.26002992323736e-4	palp	7	heat
2	30	-0.00100396476580712	palp	7	heat
3	30	0.00117414573202047	palp	7	heat
4	30	0.00154899910270053	palp	7	heat
5	30	8.01661074126971e-4	palp	7	heat
6	30	-7.47587226429482e-4	palp	7	heat
7	30	-0.00161596615158418	palp	7	heat
8	30	-0.0020484018609892	palp	7	heat
9	30	-0.00266356631588496	palp	7	heat
10	30	-0.00498069407274491	palp	7	heat
11	30	0.0040611992254354	palp	7	heat
12	30	0.0135134677773725	palp	7	heat
13	30	0.0206987388549646	palp	7	heat
14	30	0.0190954678084227	palp	7	heat
15	30	0.0209862453967894	palp	7	heat
16	30	0.0197236747002325	palp	7	heat
17	30	0.00826556849870232	palp	7	heat
18	30	-0.00658175575933399	palp	7	heat
19	30	-0.0162627730904787	palp	7	heat
20	30	-0.0234483477778586	palp	7	heat
21	30	-0.0301424581749914	palp	7	heat
22	30	-0.031869377810411	palp	7	heat
23	30	-0.0373456058430402	palp	7	heat
24	30	-0.0378045225695075	palp	7	heat
25	30	-0.0452491575083513	palp	7	heat
26	30	-0.0445062875430771	palp	7	heat
27	30	-0.0469037838871188	palp	7	heat
28	30	-0.0474811420033925	palp	7	heat
29	30	-0.0486352565243346	palp	7	heat
30	30	-0.0508601397618366	palp	7	heat
31	30	-0.0521410960019946	palp	7	heat
32	30	-0.0539145408096022	palp	7	heat
33	30	-0.0534477630731913	palp	7	heat
34	30	-0.0546284311249556	palp	7	heat
35	30	-0.0564176892823041	palp	7	heat
36	30	-0.0567024107445113	palp	7	heat
37	30	-0.0572538176441029	palp	7	heat
38	30	-0.058771960580782	palp	7	heat
39	30	-0.0601548990138263	palp	7	heat
40	30	-0.0595080892819193	palp	7	heat
0	31	-0.00160098784388718	palp	7	heat
1	31	0.00848837592046904	palp	7	heat
2	31	-0.00154753265286711	palp	7	heat
3	31	-0.00232292969058967	palp	7	heat
4	31	0.00267052877999875	palp	7	heat
5	31	0.00293948496330873	palp	7	heat
6	31	-0.00215888103848757	palp	7	heat
7	31	-0.00111722114627399	palp	7	heat
8	31	0.00139677908528632	palp	7	heat
9	31	-1.03171209686524e-4	palp	7	heat
10	31	-2.21099495280353e-4	palp	7	heat
11	31	-9.38507900090101e-5	palp	7	heat
12	31	-0.0307499675908579	palp	7	heat
13	31	-0.0814929394438858	palp	7	heat
14	31	-0.112355521090955	palp	7	heat
15	31	-0.121241265069087	palp	7	heat
16	31	-0.107092718496997	palp	7	heat
17	31	-0.0823046016940166	palp	7	heat
18	31	-0.052588052119871	palp	7	heat
19	31	-0.0265559034513552	palp	7	heat
20	31	-0.0103415831227817	palp	7	heat
21	31	0.00426946887916184	palp	7	heat
22	31	0.0113697546734811	palp	7	heat
23	31	0.0163968851263073	palp	7	heat
24	31	0.0171284433355357	palp	7	heat
25	31	0.0184306328500229	palp	7	heat
26	31	0.0263775681105239	palp	7	heat
27	31	0.00389275375107762	palp	7	heat
28	31	0.0187852760506265	palp	7	heat
29	31	0.0114315391485015	palp	7	heat
30	31	0.00830653189060681	palp	7	heat
31	31	0.00695258697150201	palp	7	heat
32	31	0.0112311874042243	palp	7	heat
33	31	0.0173697282714588	palp	7	heat
34	31	0.00579097613599843	palp	7	heat
35	31	0.00860623108865236	palp	7	heat
36	31	0.0164897576482112	palp	7	heat
37	31	0.00317200088176158	palp	7	heat
38	31	0.0113476867245175	palp	7	heat
39	31	0.00681418835425676	palp	7	heat
40	31	0.00991953275674383	palp	7	heat
0	32	-0.00305196151774751	palp	7	heat
1	32	0.0108256324153697	palp	7	heat
2	32	-2.36382251925938e-4	palp	7	heat
3	32	0.00198776621979782	palp	7	heat
4	32	0.00245522205950152	palp	7	heat
5	32	-0.00140729123368237	palp	7	heat
6	32	0.00262202373497412	palp	7	heat
7	32	-0.00279935137617729	palp	7	heat
8	32	-0.00124946517019094	palp	7	heat
9	32	0.00233875170152705	palp	7	heat
10	32	-8.83621066208845e-4	palp	7	heat
11	32	-0.00118298233354986	palp	7	heat
12	32	-0.00789403977580392	palp	7	heat
13	32	-0.0381444782038698	palp	7	heat
14	32	-0.0629813602953021	palp	7	heat
15	32	-0.0734465288309388	palp	7	heat
16	32	-0.0645873932761191	palp	7	heat
17	32	-0.0617981544083792	palp	7	heat
18	32	-0.0360135035485809	palp	7	heat
19	32	-0.00892666689814795	palp	7	heat
20	32	0.00625547946853604	palp	7	heat
21	32	0.0145698833099767	palp	7	heat
22	32	0.0189388003980522	palp	7	heat
23	32	0.0200757124331556	palp	7	heat
24	32	0.0206429337570891	palp	7	heat
25	32	0.0218534550000158	palp	7	heat
26	32	0.00566006329236516	palp	7	heat
27	32	0.00719971440174113	palp	7	heat
28	32	0.0120798416832299	palp	7	heat
29	32	0.00877553635080117	palp	7	heat
30	32	0.0182461101463066	palp	7	heat
31	32	0.00745675973830297	palp	7	heat
32	32	0.0112203528902144	palp	7	heat
33	32	0.0192959148034211	palp	7	heat
34	32	0.0270735290873422	palp	7	heat
35	32	0.0126801399449397	palp	7	heat
36	32	0.00198675822828709	palp	7	heat
37	32	0.00285857785831822	palp	7	heat
38	32	0.0108551757141932	palp	7	heat
39	32	8.63824034892854e-4	palp	7	heat
40	32	0.019188845217512	palp	7	heat
0	33	-0.00364421827830979	palp	7	heat
1	33	0.0121559547561915	palp	7	heat
2	33	0.0029280871602782	palp	7	heat
3	33	0.00403267818112669	palp	7	heat
4	33	-3.34999721872629e-4	palp	7	heat
5	33	-0.00176249998616122	palp	7	heat
6	33	-0.00405924198880961	palp	7	heat
7	33	-1.85263183769679e-4	palp	7	heat
8	33	-0.00316267434851878	palp	7	heat
9	33	-0.0040984273949212	palp	7	heat
10	33	9.90438750075307e-4	palp	7	heat
11	33	0.00523687882207292	palp	7	heat
12	33	-0.0259033235489142	palp	7	heat
13	33	-0.0860046366398519	palp	7	heat
14	33	-0.134811100101612	palp	7	heat
15	33	-0.161754067067769	palp	7	heat
16	33	-0.160633419699856	palp	7	heat
17	33	-0.14383060243328	palp	7	heat
18	33	-0.0882629891274936	palp	7	heat
19	33	-0.0352725992511636	palp	7	heat
20	33	-0.00998581597030774	palp	7	heat
21	33	0.00304631192851364	palp	7	heat
22	33	0.0107319155407307	palp	7	heat
23	33	0.016865828224674	palp	7	heat
24	33	0.0182277752203567	palp	7	heat
25	33	0.0191771275173586	palp	7	heat
26	33	0.0110437662419388	palp	7	heat
27	33	0.0106071551118992	palp	7	heat
28	33	0.0060491143197413	palp	7	heat
29	33	0.0184175390231393	palp	7	heat
30	33	0.00236871731959121	palp	7	heat
31	33	0.0172890226237057	palp	7	heat
32	33	0.00298727096382614	palp	7	heat
33	33	0.0120710048152958	palp	7	heat
34	33	0.01833686528257	palp	7	heat
35	33	0.0294848395999521	palp	7	heat
36	33	0.0110214762708481	palp	7	heat
37	33	0.00784791506979083	palp	7	heat
38	33	0.00862659145923682	palp	7	heat
39	33	0.00187001353943639	palp	7	heat
40	33	0.00318034445487614	palp	7	heat
0	34	0.00396576364219041	palp	7	heat
1	34	0.00198584267967043	palp	7	heat
2	34	0.00124848787788182	palp	7	heat
3	34	-1.83144501002132e-4	palp	7	heat
4	34	-0.00153401497823696	palp	7	heat
5	34	-3.7357555228155e-5	palp	7	heat
6	34	-0.00331624067570143	palp	7	heat
7	34	-0.00183360753641337	palp	7	heat
8	34	-7.59375455843839e-5	palp	7	heat
9	34	-2.1979140757638e-4	palp	7	heat
10	34	-0.00250119356678306	palp	7	heat
11	34	0.0153247106715388	palp	7	heat
12	34	-0.0127850056293128	palp	7	heat
13	34	-0.0754238013018744	palp	7	heat
14	34	-0.142911561918746	palp	7	heat
15	34	-0.183455607407147	palp	7	heat
16	34	-0.153752984397662	palp	7	heat
17	34	-0.111314329728086	palp	7	heat
18	34	-0.0650281938701065	palp	7	heat
19	34	-0.0327221739216903	palp	7	heat
20	34	-0.00880148547983064	palp	7	heat
21	34	0.00543136602047073	palp	7	heat
22	34	0.0167831542647818	palp	7	heat
23	34	0.0255259972022039	palp	7	heat
24	34	0.0291127064047198	palp	7	heat
25	34	0.0319914547327739	palp	7	heat
26	34	0.0305376043621713	palp	7	heat
27	34	0.0289355721392044	palp	7	heat
28	34	0.0300592269195213	palp	7	heat
29	34	0.0431198239336744	palp	7	heat
30	34	0.0150584314870081	palp	7	heat
31	34	0.0230403637942339	palp	7	heat
32	34	0.025053174699508	palp	7	heat
33	34	0.0217593875972523	palp	7	heat
34	34	0.0216570843957519	palp	7	heat
35	34	0.0210922274173712	palp	7	heat
36	34	0.0193573031798295	palp	7	heat
37	34	0.0190230293525615	palp	7	heat
38	34	0.0174130149490549	palp	7	heat
39	34	0.0156317014352772	palp	7	heat
40	34	0.011770676453894	palp	7	heat
0	35	-0.00715405592247059	palp	7	heat
1	35	0.00738901724108799	palp	7	heat
2	35	-0.00371076728359924	palp	7	heat
3	35	0.00258687721359743	palp	7	heat
4	35	-0.00508124612591726	palp	7	heat
5	35	8.45635712580855e-4	palp	7	heat
6	35	0.00148910135662786	palp	7	heat
7	35	0.00370973410149793	palp	7	heat
8	35	-0.00510080282270495	palp	7	heat
9	35	0.00766274623966686	palp	7	heat
10	35	-0.00210511991192642	palp	7	heat
11	35	-2.24294812442039e-5	palp	7	heat
12	35	0.0195516408218169	palp	7	heat
13	35	0.0370786494680884	palp	7	heat
14	35	0.0367397498211466	palp	7	heat
15	35	0.0421199120192769	palp	7	heat
16	35	0.0436394298314782	palp	7	heat
17	35	0.0235087359054004	palp	7	heat
18	35	0.00446411889010554	palp	7	heat
19	35	-0.0107333957085329	palp	7	heat
20	35	-0.020332601847473	palp	7	heat
21	35	-0.0269436122118923	palp	7	heat
22	35	-0.0322377765636696	palp	7	heat
23	35	-0.0362527625616845	palp	7	heat
24	35	-0.0397664882392991	palp	7	heat
25	35	-0.0449717655167001	palp	7	heat
26	35	-0.0571278536626142	palp	7	heat
27	35	-0.0508677554730375	palp	7	heat
28	35	-0.0598720054391206	palp	7	heat
29	35	-0.0615505978019813	palp	7	heat
30	35	-0.0657087162158759	palp	7	heat
31	35	-0.0548286326056997	palp	7	heat
32	35	-0.0629200545515499	palp	7	heat
33	35	-0.0581671758052283	palp	7	heat
34	35	-0.0610838977469797	palp	7	heat
35	35	-0.0527514274627339	palp	7	heat
36	35	-0.0649513640370483	palp	7	heat
37	35	-0.0664020506558173	palp	7	heat
38	35	-0.0505153112211104	palp	7	heat
39	35	-0.0561086475888748	palp	7	heat
40	35	-0.0463444885280339	palp	7	heat
0	36	0.00856195611898265	palp	7	heat
1	36	0.00313412715225349	palp	7	heat
2	36	4.62195725613158e-4	palp	7	heat
3	36	7.34368186831723e-4	palp	7	heat
4	36	0.00308522883799272	palp	7	heat
5	36	-0.00168034122379465	palp	7	heat
6	36	-0.00413229437501846	palp	7	heat
7	36	-0.00267959057198975	palp	7	heat
8	36	-0.0025589042592627	palp	7	heat
9	36	-0.00492674559160773	palp	7	heat
10	36	-0.00589456972966898	palp	7	heat
11	36	0.0106182090260806	palp	7	heat
12	36	-0.0255151544800101	palp	7	heat
13	36	-0.0942420971036583	palp	7	heat
14	36	-0.159077134942197	palp	7	heat
15	36	-0.207539455112408	palp	7	heat
16	36	-0.226155663447612	palp	7	heat
17	36	-0.223003976123798	palp	7	heat
18	36	-0.169535106366941	palp	7	heat
19	36	-0.101861814975642	palp	7	heat
20	36	-0.0516306759638423	palp	7	heat
21	36	-0.0189682961551427	palp	7	heat
22	36	0.00522934242960294	palp	7	heat
23	36	0.0187423080353746	palp	7	heat
24	36	0.0273072986891463	palp	7	heat
25	36	0.0336139582878933	palp	7	heat
26	36	0.0339702605232414	palp	7	heat
27	36	0.0343237605179562	palp	7	heat
28	36	0.0343037976255095	palp	7	heat
29	36	0.0489651238228367	palp	7	heat
30	36	0.013669085502621	palp	7	heat
31	36	0.0244759740664543	palp	7	heat
32	36	0.0222167222796471	palp	7	heat
33	36	0.022120571806466	palp	7	heat
34	36	0.0198567833539347	palp	7	heat
35	36	0.0161792300452775	palp	7	heat
36	36	0.0136455578886078	palp	7	heat
37	36	0.0139832200990962	palp	7	heat
38	36	0.0108266808008285	palp	7	heat
39	36	0.0115702142649895	palp	7	heat
40	36	0.010083233712742	palp	7	heat
0	37	0.00776135278357784	palp	7	heat
1	37	0.0103731527431701	palp	7	heat
2	37	0.00301920852295997	palp	7	heat
3	37	-0.00306868455258547	palp	7	heat
4	37	0.00489880639030668	palp	7	heat
5	37	-8.55641284718079e-4	palp	7	heat
6	37	-0.00518095070761401	palp	7	heat
7	37	-0.00630750849169859	palp	7	heat
8	37	0.00129923452697712	palp	7	heat
9	37	-0.00144720257472214	palp	7	heat
10	37	-0.0101584198154264	palp	7	heat
11	37	-1.18614612483592e-4	palp	7	heat
12	37	0.0284073493070249	palp	7	heat
13	37	0.0483809754372453	palp	7	heat
14	37	0.0490811042162962	palp	7	heat
15	37	0.051456097671054	palp	7	heat
16	37	0.0495917462054451	palp	7	heat
17	37	0.0219961037685632	palp	7	heat
18	37	-0.0060841149994614804	palp	7	heat
19	37	-0.0256899524284856	palp	7	heat
20	37	-0.0371494551918938	palp	7	heat
21	37	-0.0454508130127878	palp	7	heat
22	37	-0.0529706843140949	palp	7	heat
23	37	-0.0586080780893014	palp	7	heat
24	37	-0.0624266086543337	palp	7	heat
25	37	-0.0702945968414845	palp	7	heat
26	37	-0.0937999942560431	palp	7	heat
27	37	-0.0888108323109276	palp	7	heat
28	37	-0.0847735011640936	palp	7	heat
29	37	-0.0716881687034829	palp	7	heat
30	37	-0.0834822243174298	palp	7	heat
31	37	-0.0733395565825184	palp	7	heat
32	37	-0.090172247690627	palp	7	heat
33	37	-0.0787492884767001	palp	7	heat
34	37	-0.0928503758201075	palp	7	heat
35	37	-0.0882391262954019	palp	7	heat
36	37	-0.0800417985172626	palp	7	heat
37	37	-0.0906889943957842	palp	7	heat
38	37	-0.0773800057764351	palp	7	heat
39	37	-0.095042984115953	palp	7	heat
40	37	-0.0855574782002739	palp	7	heat
0	38	0.00316010882380065	palp	7	heat
1	38	0.00114624998066667	palp	7	heat
2	38	-0.00406329508578579	palp	7	heat
3	38	0.00136398396990507	palp	7	heat
4	38	0.0013127439705628	palp	7	heat
5	38	0.00175859587154497	palp	7	heat
6	38	0.00100844680314965	palp	7	heat
7	38	-0.00136499063674508	palp	7	heat
8	38	-0.0015980293113252	palp	7	heat
9	38	-0.00272381438577327	palp	7	heat
10	38	-0.00154897105594462	palp	7	heat
11	38	0.022113477668809	palp	7	heat
12	38	0.0403874900535929	palp	7	heat
13	38	0.0526538764903411	palp	7	heat
14	38	0.0516331012474155	palp	7	heat
15	38	0.0493744459773743	palp	7	heat
16	38	0.0484718818771107	palp	7	heat
