tissue	neuronID	peak	stim
antenna	198	0.0113029979625498	heat
antenna	199	0.0175011590171535	heat
antenna	200	-0.0063442765253269	heat
antenna	201	0.0264050661540202	heat
antenna	202	0.0141821816818693	heat
antenna	203	0.0451282655445864	heat
antenna	204	0.0225720632755833	heat
antenna	205	0.0505074635786486	heat
antenna	206	0.0550601872492197	heat
antenna	207	0.0278590401163244	heat
antenna	208	0.0623389613842979	heat
antenna	209	0.0567490770948273	heat
antenna	210	-0.00196668209162422	heat
antenna	211	0.0651005750472368	heat
antenna	212	0.091254752851711	heat
antenna	213	0.109260763606824	heat
antenna	214	0.0528606077899843	heat
antenna	215	0.106337599024985	heat
antenna	216	0.12723373838456	heat
legs	1	0.104711678578863	heat
legs	2	0.143863895144585	heat
legs	3	0.14241934110836801	heat
legs	4	0.188454222242671	heat
legs	5	0.17181437218687	heat
legs	6	0.19669565087132	heat
legs	7	0.21948480682449	heat
legs	8	0.204466154919749	heat
legs	9	0.18621378366166	heat
legs	10	0.256579308195418	heat
legs	11	0.232631723758426	heat
legs	12	0.287924473270149	heat
legs	13	0.31485973328179	heat
legs	14	0.345261730286806	heat
legs	15	0.36314158921544	heat
legs	16	0.414533582614317	heat
legs	17	0.365715616998843	heat
legs	18	0.716014418125644	heat
legs	19	0.0116760853596436	heat
legs	20	0.0707456249455695	heat
legs	21	0.0835643564356437	heat
legs	22	0.155012309205569	heat
legs	23	0.155506277659092	heat
legs	24	0.124545454545455	heat
legs	25	0.191915391747874	heat
legs	26	0.209799574232086	heat
legs	27	0.193393362585061	heat
legs	28	0.258721375116739	heat
legs	29	0.274332786324951	heat
legs	30	0.275752923339024	heat
legs	31	0.325630575114712	heat
legs	32	0.364331666645726	heat
legs	33	0.429680881107032	heat
legs	34	0.377618804292284	heat
legs	35	0.340314136125654	heat
legs	36	0.600640593391774	heat
legs	37	0.554754048039291	heat
legs	38	0.913794179415559	heat
legs	39	5.73478033705205e-5	heat
legs	40	-0.00119306938307454	heat
legs	41	0.0378473246971086	heat
legs	42	0.0644520227612194	heat
legs	43	0.0844706054587249	heat
legs	44	0.0962376237623762	heat
legs	45	0.101337607119481	heat
legs	46	0.0612533035001358	heat
legs	47	0.151250383826114	heat
legs	48	0.177186334657555	heat
legs	49	0.148224882872982	heat
legs	50	0.219320542605409	heat
legs	51	0.258295181671354	heat
legs	52	0.26161912973094	heat
legs	53	0.184567467095348	heat
legs	54	0.3831123517097	heat
legs	55	0.461578434222444	heat
legs	56	0.486019908411249	heat
legs	57	0.511899848672445	heat
legs	58	1.43596913096969	heat
legs	59	0.0139339056367325	heat
legs	60	0.0529679612965596	heat
legs	61	0.0611935266351991	heat
legs	62	0.11017289051939	heat
legs	63	0.11095862210938	heat
legs	64	0.14481918472577	heat
legs	65	0.105249937201708	heat
legs	66	0.185780688925845	heat
legs	67	0.197732752685506	heat
legs	68	0.263609205114215	heat
legs	69	0.309868282813337	heat
legs	70	0.313579904239817	heat
legs	71	0.322703566446939	heat
legs	72	0.325210836610876	heat
legs	73	0.376999507564013	heat
legs	74	0.407386299588032	heat
legs	75	0.415146489773355	heat
legs	76	0.452374704801889	heat
legs	77	0.53076171875	heat
legs	78	0.738162842452613	heat
legs	79	0.635003739715782	heat
legs	80	0.918208053073816	heat
legs	81	1.04223948993823	heat
legs	82	1.4561011072587	heat
legs	83	-4.2591169911429e-4	heat
legs	84	0.0291247560426362	heat
legs	85	0.0350098260426523	heat
legs	86	0.074989222715287	heat
legs	87	0.0763766599189777	heat
legs	88	0.0786457291503996	heat
legs	89	0.113061571762935	heat
legs	90	0.114613105825126	heat
legs	91	0.187775205164873	heat
legs	92	0.1995779023568	heat
legs	93	0.231597905364915	heat
legs	94	0.275614978097102	heat
legs	95	0.295033075867127	heat
legs	96	0.173752331146133	heat
legs	97	0.290909090909091	heat
legs	98	0.296122621964584	heat
legs	99	0.342180263626648	heat
legs	100	0.304272539749702	heat
legs	101	0.426599179591874	heat
legs	102	0.476021157701807	heat
legs	103	0.640088710142903	heat
legs	104	0.689381458738954	heat
legs	105	0.940722335610968	heat
legs	106	1.05697044990682	heat
legs	107	1.02127659574468	heat
legs	108	1.84704904405653	heat
legs	109	-0.0398707518319775	heat
legs	110	0.0908273341720822	heat
legs	111	0.121547499547711	heat
legs	112	0.119543729653238	heat
legs	113	0.178163209039733	heat
legs	114	0.191396150747726	heat
legs	115	0.26883239821557	heat
legs	116	0.255575964313828	heat
legs	117	0.274682138519795	heat
legs	118	0.319881477902409	heat
legs	119	0.34508998252312	heat
legs	120	0.203457446808511	heat
legs	121	0.322121908370452	heat
legs	122	0.395928395749036	heat
legs	123	0.405550581915846	heat
legs	124	0.276070486081553	heat
legs	125	0.476570545829042	heat
legs	126	0.572505045795427	heat
legs	127	0.52258264783486	heat
legs	128	0.632965813566244	heat
legs	129	0.584868203374876	heat
legs	130	0.548288196218702	heat
legs	131	0.644132551950479	heat
legs	132	0.6162109375	heat
legs	133	0.984605031558255	heat
legs	134	0.644555002763958	heat
legs	135	1.16220084588779	heat
legs	136	7.10096330908842e-5	heat
legs	137	0.00340430442559576	heat
legs	138	-0.00531772458264128	heat
legs	139	0.0222350102625633	heat
legs	140	0.0341670182009281	heat
legs	141	0.0462331340498872	heat
legs	142	0.0524783463134144	heat
legs	143	0.0674072962017714	heat
legs	144	0.121251629726206	heat
legs	145	0.125314626550528	heat
legs	146	0.128189118732714	heat
legs	147	0.138247450659054	heat
legs	148	0.125375041418883	heat
legs	149	0.130294424546764	heat
legs	150	0.148059446533679	heat
legs	151	0.202360635991344	heat
legs	152	0.187047140159211	heat
legs	153	0.222013896547921	heat
legs	154	0.216920806689621	heat
legs	155	0.32708055052643	heat
legs	156	0.33295030163746	heat
legs	157	0.36177413608835	heat
legs	158	0.401991767575503	heat
legs	159	0.317957166392092	heat
legs	160	0.4628057422696	heat
legs	161	0.250502174716579	heat
legs	162	0.575996064928677	heat
legs	163	0.728822589238146	heat
legs	164	0.716244609089904	heat
legs	165	1.0412432755529	heat
legs	166	0.03148157774903	heat
legs	167	0.0727571279829712	heat
legs	168	0.097925466847334	heat
legs	169	0.0901148008190596	heat
legs	170	0.116212819404489	heat
legs	171	0.167089565553916	heat
legs	172	0.169314347910653	heat
legs	173	0.203572298921577	heat
legs	174	0.241514110481898	heat
legs	175	0.270634323239469	heat
legs	176	0.274059178397012	heat
legs	177	0.276427748398056	heat
legs	178	0.256700037883836	heat
legs	179	0.280228155639327	heat
legs	180	0.287702881253652	heat
legs	181	0.274365544955628	heat
legs	182	0.332336776669632	heat
legs	183	0.293379021098524	heat
legs	184	0.38021942895037	heat
legs	185	0.415154228361327	heat
legs	186	0.402425331237368	heat
legs	187	0.450155323354984	heat
legs	188	0.478872891362283	heat
legs	189	0.481474770526848	heat
legs	190	0.499733617474693	heat
legs	191	0.52960736667093	heat
legs	192	0.508442901236431	heat
legs	193	0.555899590843747	heat
legs	194	0.363690735194722	heat
legs	195	0.510097458052848	heat
legs	196	0.57871098136088	heat
legs	197	1.16530411122826	heat
legs	198	1.96550290939318	heat
palp	1	0.00129228558816969	heat
palp	2	0.00186138494513752	heat
palp	3	0.0127685567535278	heat
palp	4	0.00345742417277297	heat
palp	5	-0.00653785642108181	heat
palp	6	0.00763202591574258	heat
palp	7	0.014136891446271	heat
palp	8	0.0156327508465603	heat
palp	9	-0.00363416020187736	heat
palp	10	8.40265438502477e-4	heat
palp	11	0.0194905980869073	heat
palp	12	0.00443082476388343	heat
palp	13	0.0281444589027437	heat
palp	14	-0.00218719120473006	heat
palp	15	0.018185247382065	heat
palp	16	0.0187698680120383	heat
palp	17	0.0515308367354623	heat
palp	18	0.0598774410894826	heat
palp	19	0.0645172915402852	heat
palp	20	0.0699542750129449	heat
palp	21	0.00258245293662827	heat
palp	22	0.00397165342229975	heat
palp	23	0.0112633819158513	heat
palp	24	0.00604354959821768	heat
palp	25	0.0113640841437196	heat
palp	26	0.00211501164367585	heat
palp	27	0.0103390787646401	heat
palp	28	0.005350088774646	heat
palp	29	0.0206689242793194	heat
palp	30	0.0209862453967894	heat
palp	31	-9.38507900090101e-5	heat
palp	32	-0.00118298233354986	heat
palp	33	0.00523687882207292	heat
palp	34	0.0153247106715388	heat
palp	35	0.0436394298314782	heat
palp	36	0.0106182090260806	heat
palp	37	0.051456097671054	heat
palp	38	0.0526538764903411	heat
palp	39	0.059827807439626	heat
palp	40	0.0603373329442767	heat
palp	41	0.0934583838059419	heat
palp	42	0.00766411643139423	heat
palp	43	0.00958206507160805	heat
palp	44	0.00283967737316074	heat
palp	45	0.00603541608509185	heat
palp	46	0.0127598054109054	heat
palp	47	1.63340966410485e-4	heat
palp	48	7.57071073369309e-6	heat
palp	49	0.0141495907574639	heat
palp	50	0.00130552488010788	heat
palp	51	0.00717760577121607	heat
palp	52	0.0176910877838031	heat
palp	53	0.00185575050968413	heat
palp	54	0.00967189272989426	heat
palp	55	0.0267262247285128	heat
palp	56	0.0313273102016685	heat
palp	57	0.011980367623391	heat
palp	58	-0.00464982730464633	heat
palp	59	0.0166961621415845	heat
palp	60	0.038992486614199	heat
palp	61	0.014374289702988	heat
palp	62	0.051129129515691	heat
palp	63	0.0820267460410389	heat
palp	64	8.02703399830336e-5	heat
palp	65	5.65745595020772e-5	heat
palp	66	0.00947912062675286	heat
palp	67	0.00673499381985943	heat
palp	68	2.01065204548824e-5	heat
palp	69	-6.24175950493068e-4	heat
palp	70	-0.00338727635687025	heat
palp	71	0.0046050457150854	heat
palp	72	0.00783413921584169	heat
palp	73	0.00431427715610925	heat
palp	74	-0.00197509274464939	heat
palp	75	1.85835943503911e-4	heat
palp	76	0.0115149306996305	heat
palp	77	0.0116483711708495	heat
palp	78	0.0254839655686433	heat
palp	79	0.0141585851581366	heat
palp	80	0.00423797707312486	heat
palp	81	0.00167279621069514	heat
palp	82	0.0317252819868235	heat
palp	83	-1.98882860965687e-4	heat
palp	84	0.0100806605763846	heat
palp	85	0.0170950660419278	heat
palp	86	0.0441575362024522	heat
palp	87	0.0725041035805457	heat
palp	88	0.00848106614155734	heat
palp	89	0.00342542010139495	heat
palp	90	0.011452718835509	heat
palp	91	0.00920958829336817	heat
palp	92	0.0130396620773981	heat
palp	93	0.00318911507729128	heat
palp	94	0.0133764794825845	heat
palp	95	0.0135403282083407	heat
palp	96	0.00999355130508968	heat
palp	97	-0.00230583127272877	heat
palp	98	0.0150462205847577	heat
palp	99	0.00205662523466366	heat
palp	100	0.00571058891284257	heat
palp	101	0.0180458477769919	heat
palp	102	0.0264399803859014	heat
palp	103	0.0161246127488516	heat
palp	104	0.0314895906419922	heat
palp	105	0.012694635350478	heat
palp	106	0.0353111441736693	heat
palp	107	0.0441015624121823	heat
palp	108	0.047166058036703	heat
palp	109	0.0571938822151709	heat
palp	110	0.064089335271627	heat
palp	111	0.0663510147358259	heat
palp	112	0.0759974124876213	heat
palp	113	0.0770345238096464	heat
palp	114	0.00363551945244004	heat
palp	115	-0.00479749038844463	heat
palp	116	0.00183114583564541	heat
palp	117	0.00278567621790346	heat
palp	118	0.0092664635515304	heat
palp	119	-6.70812620804213e-4	heat
palp	120	-0.00441131485821085	heat
palp	121	0.00864713224439439	heat
palp	122	0.00661387001627665	heat
palp	123	0.00754853465709976	heat
palp	124	0.0103120257862773	heat
palp	125	0.00344047879966693	heat
palp	126	-4.05264123874633e-4	heat
palp	127	0.0165847340836899	heat
palp	128	0.0174295623897105	heat
palp	129	0.0174628134112266	heat
palp	130	0.0190720289661418	heat
palp	131	0.0125387755076809	heat
palp	132	0.0246734137662669	heat
palp	133	0.00111870360265002	heat
palp	134	0.00144770332277072	heat
palp	135	0.0136871423264734	heat
palp	136	0.0330372927999436	heat
palp	137	0.00131638853611916	heat
palp	138	-0.0049347817667296	heat
palp	139	0.0146730958850631	heat
palp	140	0.0134085896808249	heat
palp	141	0.0175272875661243	heat
palp	142	0.0142061723608526	heat
palp	143	0.0503653392175224	heat
palp	144	0.0523586219340099	heat
palp	145	0.00299535686994586	heat
palp	146	0.00562425139239254	heat
palp	147	0.00866949343233284	heat
palp	148	0.0069513889979814	heat
palp	149	0.0091283139365323	heat
palp	150	7.75610867731284e-4	heat
palp	151	0.00868794727002857	heat
palp	152	0.011117129629494	heat
palp	153	0.00659892720479062	heat
palp	154	0.00146108423605366	heat
palp	155	-0.00469279723689654	heat
palp	156	-0.00529024247569398	heat
palp	157	0.0133827603500389	heat
palp	158	-9.26841377013862e-4	heat
palp	159	-1.8296994694797e-5	heat
palp	160	0.0268849189615908	heat
palp	161	-0.00272919599679055	heat
palp	162	0.0318984819606136	heat
palp	163	0.0119746116091002	heat
palp	164	-0.00264935199732085	heat
palp	165	0.0387937566680874	heat
palp	166	0.0397976845811487	heat
palp	167	0.013978384815683	heat
palp	168	0.0457429704998338	heat
palp	169	0.0459638125237904	heat
palp	170	0.0511850985220123	heat
palp	171	0.0620471157331612	heat
palp	172	0.0629047821662944	heat
palp	173	0.0635071498130867	heat
palp	174	0.0699645113439945	heat
palp	175	0.0732287105083836	heat
palp	176	0.0856162128035133	heat
palp	177	0.08583047730263	heat
palp	178	0.0927708066091666	heat
palp	179	0.00307589031663598	heat
palp	180	0.00568425171190833	heat
palp	181	-0.00388164926930641	heat
palp	182	-4.32672943058283e-4	heat
palp	183	0.00277892149585789	heat
palp	184	2.88343055953282e-4	heat
palp	185	0.00533930415764909	heat
palp	186	0.0116855470520944	heat
palp	187	1.25737762162281e-4	heat
palp	188	0.012043198519186	heat
palp	189	5.94663375844573e-4	heat
palp	190	0.00393131632952811	heat
palp	191	0.00383949938576175	heat
palp	192	0.00972732093701132	heat
palp	193	0.0129277801802799	heat
palp	194	0.0132369767558607	heat
palp	195	0.00822991056016624	heat
palp	196	2.35478647661021e-4	heat
palp	197	0.0123022720971147	heat
palp	198	-6.04040648455776e-4	heat
palp	199	0.02348635895453	heat
palp	200	0.00730805380024227	heat
palp	201	0.0292055795100853	heat
palp	202	0.0295917594651632	heat
palp	203	0.0303626583365187	heat
palp	204	0.0345474328244855	heat
palp	205	0.00461169524846904	heat
palp	206	4.97626989789261e-4	heat
palp	207	0.00168100806111713	heat
palp	208	0.0171567861380309	heat
palp	209	0.044806965886818	heat
palp	210	0.0200636736211279	heat
palp	211	0.0116778914483543	heat
palp	212	0.0499776944276525	heat
palp	213	0.0504998649751882	heat
palp	214	0.0522223696807415	heat
palp	215	0.0640579199006235	heat
palp	216	0.0669418340131926	heat
palp	217	0.0750278573590001	heat
palp	218	0.0914296933039053	heat
prob	1	0.0259715415710508	heat
prob	2	0.00559703871247927	heat
prob	3	0.0411657653194659	heat
prob	4	0.0653850101645098	heat
prob	5	0.0192930253868485	heat
prob	6	0.0804966486081981	heat
prob	7	0.0791663990118455	heat
prob	8	0.10157490388828	heat
prob	9	0.110153300049927	heat
prob	10	0.103988332471066	heat
prob	11	0.113916684897489	heat
prob	12	0.128268778593748	heat
prob	13	0.123346990407705	heat
prob	14	0.0922651856395304	heat
prob	15	0.14343006032209	heat
prob	16	0.202619625999206	heat
prob	17	-0.00134578516795759	heat
prob	18	0.0217172300235306	heat
prob	19	0.0320233998464369	heat
prob	20	0.0110212627923241	heat
prob	21	0.0486881309661915	heat
prob	22	0.0560475894080228	heat
prob	23	0.0835566122506021	heat
prob	24	0.0897156695442913	heat
prob	25	0.0765165356563918	heat
prob	26	0.0803602570013439	heat
prob	27	0.0888109900723941	heat
prob	28	0.098650066379451	heat
prob	29	0.115433968633356	heat
prob	30	0.128533506192111	heat
prob	31	0.149938934411496	heat
prob	32	0.154536641553768	heat
prob	33	0.144504223519086	heat
prob	34	0.202574734928005	heat
prob	35	0.0238264795725139	heat
prob	36	0.00903264922488856	heat
prob	37	0.0395670620506271	heat
prob	38	0.0608189658554173	heat
prob	39	0.0621983759043579	heat
prob	40	0.0627342396461915	heat
prob	41	0.0630018375841201	heat
prob	42	0.0570210188038522	heat
prob	43	0.0675212321642976	heat
prob	44	0.0271024060484022	heat
prob	45	0.0300674440497154	heat
prob	46	0.093152540893402	heat
prob	47	0.0962284361069895	heat
prob	48	0.108383435296403	heat
prob	49	0.0969165182972634	heat
prob	50	0.149133974424709	heat
prob	51	0.151615524619828	heat
prob	52	0.188474277728384	heat
prob	53	0.253018023536522	heat
prob	54	0.00592309804371646	heat
prob	55	0.0119649013811841	heat
prob	56	0.039681363935338	heat
prob	57	0.0278449349270405	heat
prob	58	0.0513291154715384	heat
prob	59	0.0653612249680091	heat
prob	60	0.0732840821973148	heat
prob	61	0.0787582169912675	heat
prob	62	0.0985455784588408	heat
prob	63	0.0832643498593465	heat
prob	64	0.121295144203921	heat
prob	65	0.114242976791268	heat
prob	66	0.114256836721528	heat
prob	67	0.115789664527474	heat
prob	68	0.135204066205284	heat
prob	69	0.139146389630146	heat
prob	70	0.168127377315595	heat
prob	71	0.212550593397256	heat
prob	72	0.296354385174972	heat
prob	73	0.323651948253772	heat
prob	74	0.00557771617898294	heat
prob	75	0.0110421343527087	heat
prob	76	0.0173476096605262	heat
prob	77	0.052025295471982	heat
prob	78	0.0594003036981053	heat
prob	79	0.0631424276439633	heat
prob	80	0.0414212915459286	heat
prob	81	0.0486830732770839	heat
prob	82	0.0862416188287292	heat
prob	83	0.0964359682648881	heat
prob	84	0.0974464172280263	heat
prob	85	0.0726598171239959	heat
prob	86	0.106566916903124	heat
prob	87	0.108047728893817	heat
prob	88	0.122062644520421	heat
prob	89	0.166411750522997	heat
prob	90	0.183275425073073	heat
prob	91	0.200775399185109	heat
prob	92	0.268702640107445	heat
prob	93	0.295601468127442	heat
prob	94	0.346302468795974	heat
prob	95	0.00486230710770154	heat
prob	96	0.00457004143303112	heat
prob	97	0.0469990362529047	heat
prob	98	0.0222778870695073	heat
prob	99	0.0677630945547151	heat
prob	100	0.0778189152214645	heat
prob	101	0.0403875157157162	heat
prob	102	0.0657856905752283	heat
prob	103	0.0799339662783069	heat
prob	104	0.0529973306497394	heat
prob	105	0.0811157318850452	heat
prob	106	0.0958462796511442	heat
prob	107	0.0919263688041751	heat
prob	108	0.109354829340281	heat
prob	109	0.123819144177622	heat
prob	110	0.0848214212466344	heat
prob	111	0.141328761982642	heat
prob	112	0.143408935949149	heat
prob	113	0.126248373571885	heat
prob	114	0.154694943771413	heat
prob	115	0.176627398333256	heat
prob	116	0.177802095500313	heat
prob	117	0.0237380013527845	heat
prob	118	0.0213062054603218	heat
prob	119	0.00833051545023731	heat
prob	120	0.0404829289768958	heat
prob	121	-0.00336120183728898	heat
prob	122	0.0189299882324629	heat
prob	123	0.0383914004405907	heat
prob	124	0.0845575566454865	heat
prob	125	0.0804453071999696	heat
prob	126	0.0953024341523056	heat
prob	127	0.0763829968041512	heat
prob	128	0.0770511579905806	heat
prob	129	0.0965937182035739	heat
prob	130	0.134310707195688	heat
prob	131	0.135437036629009	heat
prob	132	0.142450535427544	heat
prob	133	0.15360167392607	heat
prob	134	0.148969483321318	heat
prob	135	0.182580751077265	heat
prob	136	0.196624544212307	heat
prob	137	0.223021919965897	heat
prob	138	0.287193176480746	heat
prob	139	0.304618401857264	heat
prob	140	-0.00247801125996759	heat
prob	141	0.0351225978508804	heat
prob	142	0.0167728144271217	heat
prob	143	0.0479671712661549	heat
prob	144	0.0359207715142867	heat
prob	145	0.00620903193036681	heat
prob	146	0.0777506777640315	heat
prob	147	0.0821632577783896	heat
prob	148	0.0889553471096304	heat
prob	149	0.105181332535685	heat
prob	150	0.106811597740201	heat
prob	151	0.120613249434351	heat
prob	152	0.12199784728449	heat
prob	153	0.138001188886575	heat
prob	154	0.131733760921734	heat
prob	155	0.139483843448736	heat
prob	156	0.156076284927096	heat
prob	157	0.155003473700952	heat
prob	158	0.164398461778949	heat
prob	159	0.181586899434533	heat
prob	160	0.208422547650543	heat
prob	161	0.205760642994054	heat
prob	162	0.216946557896818	heat
prob	163	0.21811474505687	heat
prob	164	0.225967261102852	heat
prob	165	0.00939338337031958	heat
prob	166	0.0138071598412615	heat
prob	167	0.0075630265246454	heat
prob	168	0.0143447347318673	heat
prob	169	-0.0119378421276496	heat
prob	170	0.0482065094318992	heat
prob	171	0.0444824461720683	heat
prob	172	0.0694122530487659	heat
prob	173	0.0245715666203227	heat
prob	174	0.0392771799644451	heat
prob	175	0.0634969799143767	heat
prob	176	0.0773210158831924	heat
prob	177	0.0796836495774156	heat
prob	178	0.0595308559744935	heat
prob	179	0.077805736233676	heat
prob	180	0.106502249720948	heat
prob	181	0.107900216183247	heat
prob	182	0.0702473280215692	heat
prob	183	0.0847090834562746	heat
prob	184	0.121055387010583	heat
