pelt_temp_step	heatseek	group
38.5	0.538237273	ir25a_BamHI19_ko
40	0.022426553	ir25a_BamHI19_ko
45	0.762502803	ir25a_BamHI19_ko
50	0.784929356	ir25a_BamHI19_ko
55	0.336398296	ir25a_BamHI19_ko
60	0	ir25a_BamHI19_ko
26	1.906257008	ir25a_BamHI19_ko
28.5	0	ir25a_BamHI19_ko
31	2.085669433	ir25a_BamHI19_ko
33.5	0.784929356	ir25a_BamHI19_ko
36	3.947073335	ir25a_BamHI19_ko
38.5	1.681991478	ir25a_BamHI19_ko
40	4.530163714	ir25a_BamHI19_ko
45	0.044853106	ir25a_BamHI19_ko
50	0.022426553	ir25a_BamHI19_ko
55	0	ir25a_BamHI19_ko
60	0.044853106	ir25a_BamHI19_ko
26	0	ir25a_BamHI19_ko
28.5	0.847069597	ir25a_BamHI19_ko
31	3.342490842	ir25a_BamHI19_ko
33.5	0.663919414	ir25a_BamHI19_ko
36	0.022893773	ir25a_BamHI19_ko
38.5	4.464285714	ir25a_BamHI19_ko
40	4.006410256	ir25a_BamHI19_ko
45	0.686813187	ir25a_BamHI19_ko
50	0.045787546	ir25a_BamHI19_ko
55	0.022893773	ir25a_BamHI19_ko
60	0	ir25a_BamHI19_ko
26	0	ir25a_BamHI19_ko
28.5	0.045787546	ir25a_BamHI19_ko
31	2.083333333	ir25a_BamHI19_ko
33.5	0.755494505	ir25a_BamHI19_ko
36	1.510989011	ir25a_BamHI19_ko
38.5	1.945970696	ir25a_BamHI19_ko
40	0	ir25a_BamHI19_ko
45	1.57967033	ir25a_BamHI19_ko
50	0	ir25a_BamHI19_ko
55	0.022893773	ir25a_BamHI19_ko
60	0.022893773	ir25a_BamHI19_ko
26	0.112132765	ir25a_BamHI19_ko
28.5	1.726844584	ir25a_BamHI19_ko
31	2.130522539	ir25a_BamHI19_ko
33.5	2.489347387	ir25a_BamHI19_ko
36	2.646333259	ir25a_BamHI19_ko
38.5	4.754429244	ir25a_BamHI19_ko
40	3.251850191	ir25a_BamHI19_ko
45	1.345593182	ir25a_BamHI19_ko
50	0	ir25a_BamHI19_ko
55	0	ir25a_BamHI19_ko
60	0.022426553	ir25a_BamHI19_ko
26	0.134559318	ir25a_BamHI19_ko
28.5	0	ir25a_BamHI19_ko
31	0	ir25a_BamHI19_ko
33.5	0.583090379	ir25a_BamHI19_ko
36	0.381251402	ir25a_BamHI19_ko
38.5	2.040816327	ir25a_BamHI19_ko
40	1.03162144	ir25a_BamHI19_ko
45	0.022426553	ir25a_BamHI19_ko
50	0	ir25a_BamHI19_ko
55	0.089706212	ir25a_BamHI19_ko
60	0	ir25a_BamHI19_ko
26	2.173913043	ir25a_BamHI19_ko
28.5	0	ir25a_BamHI19_ko
31	0.071667463	ir25a_BamHI19_ko
33.5	0	ir25a_BamHI19_ko
36	0	ir25a_BamHI19_ko
38.5	0	ir25a_BamHI19_ko
40	0.023889154	ir25a_BamHI19_ko
45	0	ir25a_BamHI19_ko
50	0	ir25a_BamHI19_ko
55	0	ir25a_BamHI19_ko
60	0	ir25a_BamHI19_ko
