geneID	geneClass	geneType
AAEL008232	protein_coding_gene	protein_coding
AAEL003774	protein_coding_gene	protein_coding
AAEL003806	protein_coding_gene	protein_coding
AAEL026572	ncRNA_gene	lncRNA
AAEL003791	protein_coding_gene	protein_coding
AAEL027410	ncRNA_gene	lncRNA
AAEL026062	ncRNA_gene	lncRNA
AAEL022914	protein_coding_gene	protein_coding
AAEL003812	protein_coding_gene	protein_coding
AAEL024128	protein_coding_gene	protein_coding
AAEL003782	protein_coding_gene	protein_coding
AAEL027894	protein_coding_gene	protein_coding
AAEL003803	protein_coding_gene	protein_coding
AAEL018919	ncRNA_gene	tRNA
AAEL024045	protein_coding_gene	protein_coding
AAEL003789	protein_coding_gene	protein_coding
AAEL026068	ncRNA_gene	lncRNA
AAEL022774	protein_coding_gene	protein_coding
AAEL003813	protein_coding_gene	protein_coding
AAEL021952	protein_coding_gene	protein_coding
AAEL023552	protein_coding_gene	protein_coding
AAEL021175	protein_coding_gene	protein_coding
AAEL003776	protein_coding_gene	protein_coding
AAEL020563	ncRNA_gene	lncRNA
AAEL027914	protein_coding_gene	protein_coding
AAEL019900	protein_coding_gene	protein_coding
AAEL014704	protein_coding_gene	protein_coding
AAEL014702	protein_coding_gene	protein_coding
AAEL019425	protein_coding_gene	protein_coding
AAEL014705	protein_coding_gene	protein_coding
AAEL020437	ncRNA_gene	lncRNA
AAEL012431	protein_coding_gene	protein_coding
AAEL022545	protein_coding_gene	protein_coding
AAEL010858	protein_coding_gene	protein_coding
AAEL010853	protein_coding_gene	protein_coding
AAEL012430	protein_coding_gene	protein_coding
AAEL007465	protein_coding_gene	protein_coding
AAEL007455	protein_coding_gene	protein_coding
AAEL007461	protein_coding_gene	protein_coding
AAEL007464	protein_coding_gene	protein_coding
AAEL027533	protein_coding_gene	protein_coding
AAEL007468	protein_coding_gene	protein_coding
AAEL024905	ncRNA_gene	lncRNA
AAEL007469	protein_coding_gene	protein_coding
AAEL007456	protein_coding_gene	protein_coding
AAEL023625	protein_coding_gene	protein_coding
AAEL023222	ncRNA_gene	lncRNA
AAEL020458	ncRNA_gene	lncRNA
AAEL026054	ncRNA_gene	lncRNA
AAEL024875	ncRNA_gene	lncRNA
AAEL007476	protein_coding_gene	protein_coding
AAEL020543	protein_coding_gene	protein_coding
AAEL028710	ncRNA_gene	pre_miRNA
AAEL007458	protein_coding_gene	protein_coding
AAEL023976	ncRNA_gene	lncRNA
AAEL028216	protein_coding_gene	protein_coding
AAEL024210	protein_coding_gene	protein_coding
AAEL027512	protein_coding_gene	protein_coding
AAEL005638	protein_coding_gene	protein_coding
AAEL024005	protein_coding_gene	protein_coding
AAEL023515	ncRNA_gene	lncRNA
AAEL005628	protein_coding_gene	protein_coding
AAEL005629	protein_coding_gene	protein_coding
AAEL005635	protein_coding_gene	protein_coding
AAEL005631	protein_coding_gene	protein_coding
AAEL022407	ncRNA_gene	lncRNA
AAEL019735	protein_coding_gene	protein_coding
AAEL019736	protein_coding_gene	protein_coding
AAEL005626	protein_coding_gene	protein_coding
AAEL005639	protein_coding_gene	protein_coding
AAEL005634	protein_coding_gene	protein_coding
AAEL005633	protein_coding_gene	protein_coding
AAEL023571	protein_coding_gene	protein_coding
AAEL023200	protein_coding_gene	protein_coding
AAEL022025	protein_coding_gene	protein_coding
AAEL027455	ncRNA_gene	lncRNA
AAEL005630	protein_coding_gene	protein_coding
AAEL017238	protein_coding_gene	protein_coding
AAEL024164	protein_coding_gene	protein_coding
AAEL007668	protein_coding_gene	protein_coding
AAEL025045	protein_coding_gene	protein_coding
AAEL007667	protein_coding_gene	protein_coding
AAEL027760	ncRNA_gene	lncRNA
AAEL007664	protein_coding_gene	protein_coding
AAEL010564	protein_coding_gene	protein_coding
AAEL023367	protein_coding_gene	protein_coding
AAEL020958	ncRNA_gene	lncRNA
AAEL010558	protein_coding_gene	protein_coding
AAEL010567	protein_coding_gene	protein_coding
AAEL010570	protein_coding_gene	protein_coding
AAEL010563	protein_coding_gene	protein_coding
AAEL010569	protein_coding_gene	protein_coding
AAEL026067	protein_coding_gene	protein_coding
AAEL020768	protein_coding_gene	protein_coding
AAEL022011	ncRNA_gene	lncRNA
AAEL021286	ncRNA_gene	lncRNA
AAEL010571	protein_coding_gene	protein_coding
AAEL022205	ncRNA_gene	lncRNA
AAEL010568	protein_coding_gene	protein_coding
AAEL024184	protein_coding_gene	protein_coding
AAEL018781	ncRNA_gene	pre_miRNA
AAEL010561	protein_coding_gene	protein_coding
AAEL010557	protein_coding_gene	protein_coding
AAEL008031	protein_coding_gene	protein_coding
AAEL025234	ncRNA_gene	lncRNA
AAEL020762	protein_coding_gene	protein_coding
AAEL022517	ncRNA_gene	lncRNA
AAEL027909	ncRNA_gene	lncRNA
AAEL026005	ncRNA_gene	lncRNA
AAEL008029	protein_coding_gene	protein_coding
AAEL008025	protein_coding_gene	protein_coding
AAEL026492	protein_coding_gene	protein_coding
AAEL028817	ncRNA_gene	lncRNA
AAEL008027	protein_coding_gene	protein_coding
AAEL008032	protein_coding_gene	protein_coding
AAEL008028	protein_coding_gene	protein_coding
AAEL006825	protein_coding_gene	protein_coding
AAEL023885	ncRNA_gene	lncRNA
AAEL025084	ncRNA_gene	lncRNA
AAEL021102	ncRNA_gene	lncRNA
AAEL006823	protein_coding_gene	protein_coding
AAEL006819	protein_coding_gene	protein_coding
AAEL006832	protein_coding_gene	protein_coding
AAEL006820	protein_coding_gene	protein_coding
AAEL006826	protein_coding_gene	protein_coding
AAEL006829	protein_coding_gene	protein_coding
AAEL006818	protein_coding_gene	protein_coding
AAEL025627	ncRNA_gene	lncRNA
AAEL025894	ncRNA_gene	lncRNA
AAEL008468	protein_coding_gene	protein_coding
AAEL025154	protein_coding_gene	protein_coding
AAEL008467	protein_coding_gene	protein_coding
AAEL026107	ncRNA_gene	lncRNA
AAEL008462	protein_coding_gene	protein_coding
AAEL008459	protein_coding_gene	protein_coding
AAEL008465	protein_coding_gene	protein_coding
AAEL008461	protein_coding_gene	protein_coding
AAEL008458	protein_coding_gene	protein_coding
AAEL024043	ncRNA_gene	lncRNA
AAEL021454	ncRNA_gene	lncRNA
AAEL008466	protein_coding_gene	protein_coding
AAEL025003	protein_coding_gene	protein_coding
AAEL021766	ncRNA_gene	lncRNA
AAEL020142	protein_coding_gene	protein_coding
AAEL028010	ncRNA_gene	lncRNA
AAEL008463	protein_coding_gene	protein_coding
AAEL010856	protein_coding_gene	protein_coding
AAEL010861	protein_coding_gene	protein_coding
AAEL010863	protein_coding_gene	protein_coding
AAEL010860	protein_coding_gene	protein_coding
AAEL028039	protein_coding_gene	protein_coding
AAEL010851	protein_coding_gene	protein_coding
AAEL010850	protein_coding_gene	protein_coding
AAEL026133	ncRNA_gene	lncRNA
AAEL018786	ncRNA_gene	pre_miRNA
AAEL010864	protein_coding_gene	protein_coding
AAEL027158	protein_coding_gene	protein_coding
AAEL010854	protein_coding_gene	protein_coding
AAEL024441	protein_coding_gene	protein_coding
AAEL010855	protein_coding_gene	protein_coding
AAEL009324	protein_coding_gene	protein_coding
AAEL024343	protein_coding_gene	protein_coding
AAEL009328	protein_coding_gene	protein_coding
AAEL009325	protein_coding_gene	protein_coding
AAEL025647	protein_coding_gene	protein_coding
AAEL021233	protein_coding_gene	protein_coding
AAEL022652	protein_coding_gene	protein_coding
AAEL009330	protein_coding_gene	protein_coding
AAEL009323	protein_coding_gene	protein_coding
AAEL009326	protein_coding_gene	protein_coding
AAEL026677	protein_coding_gene	protein_coding
AAEL009327	protein_coding_gene	protein_coding
AAEL027714	protein_coding_gene	protein_coding
AAEL019876	protein_coding_gene	protein_coding
AAEL014684	protein_coding_gene	protein_coding
AAEL014678	protein_coding_gene	protein_coding
AAEL025850	protein_coding_gene	protein_coding
AAEL019877	protein_coding_gene	protein_coding
AAEL024766	pseudogene	pseudogene
AAEL019072	ncRNA_gene	lncRNA
AAEL020151	protein_coding_gene	protein_coding
AAEL009469	protein_coding_gene	protein_coding
AAEL009458	protein_coding_gene	protein_coding
AAEL009464	protein_coding_gene	protein_coding
AAEL009471	protein_coding_gene	protein_coding
AAEL025913	protein_coding_gene	protein_coding
AAEL009463	protein_coding_gene	protein_coding
AAEL023991	protein_coding_gene	protein_coding
AAEL009473	protein_coding_gene	protein_coding
AAEL009466	protein_coding_gene	protein_coding
AAEL025964	ncRNA_gene	lncRNA
AAEL025906	protein_coding_gene	protein_coding
AAEL009467	protein_coding_gene	protein_coding
AAEL009465	protein_coding_gene	protein_coding
AAEL020079	ncRNA_gene	lncRNA
AAEL021953	protein_coding_gene	protein_coding
AAEL027821	protein_coding_gene	protein_coding
AAEL026227	protein_coding_gene	protein_coding
AAEL014009	protein_coding_gene	protein_coding
AAEL014010	protein_coding_gene	protein_coding
AAEL026323	protein_coding_gene	protein_coding
AAEL027595	protein_coding_gene	protein_coding
AAEL024866	ncRNA_gene	lncRNA
AAEL002047	protein_coding_gene	protein_coding
AAEL002084	protein_coding_gene	protein_coding
AAEL002048	protein_coding_gene	protein_coding
AAEL002078	protein_coding_gene	protein_coding
AAEL026571	protein_coding_gene	protein_coding
AAEL002072	protein_coding_gene	protein_coding
AAEL002077	protein_coding_gene	protein_coding
AAEL013959	protein_coding_gene	protein_coding
AAEL027963	ncRNA_gene	lncRNA
AAEL009018	protein_coding_gene	protein_coding
AAEL027109	ncRNA_gene	lncRNA
AAEL025438	protein_coding_gene	protein_coding
AAEL018948	ncRNA_gene	tRNA
AAEL021928	protein_coding_gene	protein_coding
AAEL026486	protein_coding_gene	protein_coding
AAEL020950	protein_coding_gene	protein_coding
AAEL012809	protein_coding_gene	protein_coding
AAEL020095	protein_coding_gene	protein_coding
AAEL025503	protein_coding_gene	protein_coding
AAEL024977	protein_coding_gene	protein_coding
AAEL012298	protein_coding_gene	protein_coding
AAEL012297	protein_coding_gene	protein_coding
AAEL001236	protein_coding_gene	protein_coding
AAEL021704	protein_coding_gene	protein_coding
AAEL028056	protein_coding_gene	protein_coding
AAEL014333	protein_coding_gene	protein_coding
AAEL027069	protein_coding_gene	protein_coding
AAEL014331	protein_coding_gene	protein_coding
AAEL025658	protein_coding_gene	protein_coding
AAEL021548	protein_coding_gene	protein_coding
AAEL025656	protein_coding_gene	protein_coding
AAEL014505	protein_coding_gene	protein_coding
AAEL014501	protein_coding_gene	protein_coding
AAEL017994	protein_coding_gene	protein_coding
AAEL023041	ncRNA_gene	lncRNA
AAEL026253	protein_coding_gene	protein_coding
AAEL022053	ncRNA_gene	lncRNA
AAEL009657	protein_coding_gene	protein_coding
AAEL009650	protein_coding_gene	protein_coding
AAEL009649	protein_coding_gene	protein_coding
AAEL009646	protein_coding_gene	protein_coding
AAEL009656	protein_coding_gene	protein_coding
AAEL009645	protein_coding_gene	protein_coding
AAEL024053	protein_coding_gene	protein_coding
AAEL007388	protein_coding_gene	protein_coding
AAEL007268	protein_coding_gene	protein_coding
AAEL024913	protein_coding_gene	protein_coding
AAEL027877	ncRNA_gene	lncRNA
AAEL020162	protein_coding_gene	protein_coding
AAEL013802	protein_coding_gene	protein_coding
AAEL013803	protein_coding_gene	protein_coding
AAEL011818	protein_coding_gene	protein_coding
AAEL025815	protein_coding_gene	protein_coding
AAEL008095	protein_coding_gene	protein_coding
AAEL008096	protein_coding_gene	protein_coding
AAEL013627	protein_coding_gene	protein_coding
AAEL008084	protein_coding_gene	protein_coding
AAEL021868	protein_coding_gene	protein_coding
AAEL026226	ncRNA_gene	lncRNA
AAEL008080	protein_coding_gene	protein_coding
AAEL008079	protein_coding_gene	protein_coding
AAEL013633	protein_coding_gene	protein_coding
AAEL013623	protein_coding_gene	protein_coding
AAEL013628	protein_coding_gene	protein_coding
AAEL008097	protein_coding_gene	protein_coding
AAEL027744	ncRNA_gene	lncRNA
AAEL008088	protein_coding_gene	protein_coding
AAEL008078	protein_coding_gene	protein_coding
AAEL020238	protein_coding_gene	protein_coding
AAEL008094	protein_coding_gene	protein_coding
AAEL022595	protein_coding_gene	protein_coding
AAEL027889	ncRNA_gene	lncRNA
AAEL013692	protein_coding_gene	protein_coding
AAEL025535	ncRNA_gene	lncRNA
AAEL008098	protein_coding_gene	protein_coding
AAEL004217	protein_coding_gene	protein_coding
AAEL024176	ncRNA_gene	lncRNA
AAEL024095	ncRNA_gene	lncRNA
AAEL027598	ncRNA_gene	lncRNA
AAEL027138	protein_coding_gene	protein_coding
AAEL007892	protein_coding_gene	protein_coding
AAEL026440	protein_coding_gene	protein_coding
AAEL021715	protein_coding_gene	protein_coding
AAEL007904	protein_coding_gene	protein_coding
AAEL021640	ncRNA_gene	lncRNA
AAEL007915	protein_coding_gene	protein_coding
AAEL008542	protein_coding_gene	protein_coding
AAEL026934	ncRNA_gene	lncRNA
AAEL008530	protein_coding_gene	protein_coding
AAEL024656	ncRNA_gene	lncRNA
AAEL008551	protein_coding_gene	protein_coding
AAEL008545	protein_coding_gene	protein_coding
AAEL008539	protein_coding_gene	protein_coding
AAEL008536	protein_coding_gene	protein_coding
AAEL027672	protein_coding_gene	protein_coding
AAEL023261	protein_coding_gene	protein_coding
AAEL014406	protein_coding_gene	protein_coding
AAEL020786	ncRNA_gene	lncRNA
AAEL008540	protein_coding_gene	protein_coding
AAEL023095	protein_coding_gene	protein_coding
AAEL027239	protein_coding_gene	protein_coding
AAEL008533	protein_coding_gene	protein_coding
AAEL019840	protein_coding_gene	protein_coding
AAEL019839	protein_coding_gene	protein_coding
AAEL008547	protein_coding_gene	protein_coding
AAEL008524	protein_coding_gene	protein_coding
AAEL021303	protein_coding_gene	protein_coding
AAEL026574	protein_coding_gene	protein_coding
AAEL008538	protein_coding_gene	protein_coding
AAEL008535	protein_coding_gene	protein_coding
AAEL027897	protein_coding_gene	protein_coding
AAEL008521	protein_coding_gene	protein_coding
AAEL019853	protein_coding_gene	protein_coding
AAEL023888	protein_coding_gene	protein_coding
AAEL004524	protein_coding_gene	protein_coding
AAEL027343	protein_coding_gene	protein_coding
AAEL022680	protein_coding_gene	protein_coding
AAEL013682	protein_coding_gene	protein_coding
AAEL004528	protein_coding_gene	protein_coding
AAEL013683	protein_coding_gene	protein_coding
AAEL013684	protein_coding_gene	protein_coding
AAEL027863	ncRNA_gene	lncRNA
AAEL026960	protein_coding_gene	protein_coding
AAEL024784	protein_coding_gene	protein_coding
AAEL024918	ncRNA_gene	lncRNA
AAEL008921	protein_coding_gene	protein_coding
AAEL024405	protein_coding_gene	protein_coding
AAEL026264	pseudogene	pseudogene
AAEL026186	ncRNA_gene	lncRNA
AAEL020542	protein_coding_gene	protein_coding
AAEL021200	protein_coding_gene	protein_coding
AAEL023703	ncRNA_gene	lncRNA
AAEL020709	protein_coding_gene	protein_coding
AAEL003883	protein_coding_gene	protein_coding
AAEL015393	protein_coding_gene	protein_coding
AAEL021959	ncRNA_gene	lncRNA
AAEL014357	protein_coding_gene	protein_coding
AAEL021471	protein_coding_gene	protein_coding
AAEL020614	protein_coding_gene	protein_coding
AAEL024879	protein_coding_gene	protein_coding
AAEL025723	protein_coding_gene	protein_coding
AAEL025120	protein_coding_gene	protein_coding
AAEL019953	protein_coding_gene	protein_coding
AAEL024518	ncRNA_gene	lncRNA
AAEL024543	ncRNA_gene	lncRNA
AAEL009782	protein_coding_gene	protein_coding
AAEL026010	protein_coding_gene	protein_coding
AAEL027244	ncRNA_gene	lncRNA
AAEL009779	protein_coding_gene	protein_coding
AAEL009777	protein_coding_gene	protein_coding
AAEL027461	ncRNA_gene	lncRNA
AAEL020789	protein_coding_gene	protein_coding
AAEL025609	protein_coding_gene	protein_coding
AAEL023918	ncRNA_gene	lncRNA
AAEL009776	protein_coding_gene	protein_coding
AAEL009772	protein_coding_gene	protein_coding
AAEL009773	protein_coding_gene	protein_coding
AAEL025387	ncRNA_gene	lncRNA
AAEL009778	protein_coding_gene	protein_coding
AAEL027903	protein_coding_gene	protein_coding
AAEL027748	protein_coding_gene	protein_coding
AAEL020230	protein_coding_gene	protein_coding
AAEL020075	protein_coding_gene	protein_coding
AAEL024849	protein_coding_gene	protein_coding
AAEL025623	ncRNA_gene	lncRNA
AAEL026329	ncRNA_gene	lncRNA
AAEL026468	protein_coding_gene	protein_coding
AAEL013608	protein_coding_gene	protein_coding
AAEL023159	protein_coding_gene	protein_coding
AAEL021770	ncRNA_gene	lncRNA
AAEL013611	protein_coding_gene	protein_coding
AAEL024258	protein_coding_gene	protein_coding
AAEL010957	protein_coding_gene	protein_coding
AAEL010959	protein_coding_gene	protein_coding
AAEL022083	protein_coding_gene	protein_coding
AAEL019943	protein_coding_gene	protein_coding
AAEL017142	protein_coding_gene	protein_coding
AAEL019942	protein_coding_gene	protein_coding
AAEL021254	protein_coding_gene	protein_coding
AAEL010960	protein_coding_gene	protein_coding
AAEL003599	protein_coding_gene	protein_coding
AAEL003606	protein_coding_gene	protein_coding
AAEL003581	protein_coding_gene	protein_coding
AAEL003605	protein_coding_gene	protein_coding
AAEL003597	protein_coding_gene	protein_coding
AAEL003582	protein_coding_gene	protein_coding
AAEL021438	ncRNA_gene	lncRNA
AAEL019997	protein_coding_gene	protein_coding
AAEL025451	protein_coding_gene	protein_coding
AAEL019996	protein_coding_gene	protein_coding
AAEL022638	protein_coding_gene	protein_coding
AAEL003600	protein_coding_gene	protein_coding
AAEL003601	protein_coding_gene	protein_coding
AAEL007872	protein_coding_gene	protein_coding
AAEL021850	ncRNA_gene	lncRNA
AAEL025763	protein_coding_gene	protein_coding
AAEL014729	protein_coding_gene	protein_coding
AAEL014731	protein_coding_gene	protein_coding
AAEL019586	protein_coding_gene	protein_coding
AAEL027927	protein_coding_gene	protein_coding
AAEL024540	protein_coding_gene	protein_coding
AAEL019980	protein_coding_gene	protein_coding
AAEL007754	protein_coding_gene	protein_coding
AAEL007758	protein_coding_gene	protein_coding
AAEL007744	protein_coding_gene	protein_coding
AAEL026026	ncRNA_gene	lncRNA
AAEL028245	ncRNA_gene	lncRNA
AAEL007760	protein_coding_gene	protein_coding
AAEL025966	protein_coding_gene	protein_coding
AAEL015571	protein_coding_gene	protein_coding
AAEL015180	protein_coding_gene	protein_coding
AAEL007741	protein_coding_gene	protein_coding
AAEL020753	protein_coding_gene	protein_coding
AAEL007757	protein_coding_gene	protein_coding
AAEL007750	protein_coding_gene	protein_coding
AAEL025134	protein_coding_gene	protein_coding
AAEL007752	protein_coding_gene	protein_coding
AAEL024878	ncRNA_gene	lncRNA
AAEL024631	protein_coding_gene	protein_coding
AAEL007762	protein_coding_gene	protein_coding
AAEL026777	pseudogene	pseudogene
AAEL013890	protein_coding_gene	protein_coding
AAEL013888	protein_coding_gene	protein_coding
AAEL013887	protein_coding_gene	protein_coding
AAEL019465	protein_coding_gene	protein_coding
AAEL028781	ncRNA_gene	tRNA
AAEL021054	protein_coding_gene	protein_coding
AAEL014251	protein_coding_gene	protein_coding
AAEL014248	protein_coding_gene	protein_coding
AAEL019975	protein_coding_gene	protein_coding
AAEL019976	protein_coding_gene	protein_coding
AAEL014250	protein_coding_gene	protein_coding
AAEL012466	protein_coding_gene	protein_coding
AAEL022525	ncRNA_gene	lncRNA
AAEL024925	protein_coding_gene	protein_coding
AAEL026642	ncRNA_gene	lncRNA
AAEL026857	ncRNA_gene	lncRNA
AAEL025784	protein_coding_gene	protein_coding
